,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
347,2022-03-14,おおむね丁寧だった,4.5,段ボールを持ち込む時が、時間がかなり遅れて、持ってきた作業員も特に説明もなく渡された。その後日に営業のような人が別の段ボールを持ってきた時はすごく丁寧だったので、それと比較して、最初の持ち込みが雑だなぁと思ってしまう。,広島,広島,午前,4,4,5,5,2,2,40,5
356,2022-03-14,スタッフが丁寧で、元気で荷物運んでくれました。,5.0,アートは3個目見積もりしていただいた会社でした。自分の予算教えたら頑張って会社と相談してくれて、なんとか他社より安くなったので助かりました。引っ越し当日のスタッフさんたちも元気で荷物も丁寧に預かってくれました！ありがとございました！,三重,愛知,午前,5,5,5,5,4,9,15,5
361,2022-03-13,割りきり,4.0,すぐに見積もりに来てくれた。特に、他社が一番だと気がついて見積もりを遅らしてきたのに、一番で良いんですと言って、こちらの希望の日時に来てくれた。また、見積もりの時点では運ぶ予定のなかったもの(自転車、カーペット等)も、増額無しで運んでくれた。,兵庫,和歌山,いつでも,5,5,3,3,2,0,15,5
370,2022-03-13,早くて丁寧な仕事,4.75,【見積もり時の対応】訪問での見積もりでしたので、細かい点まで相談し応じていただくことができた。【料金】もう少し安くなるとうれしかったが、仕事の質的にも繁忙期であったことを考えても及第点【作業内容】初めに責任者の方と相談をしてから非常にスムーズに仕事をしていただいた。【全体的な評価】安心して任せられるなという印象【良かった点】見積もりの方も作業員の方も皆明るくて頼りになる方でした。【気になった点】段ボールの回収や靴ケースの使用など見積り時と作業当日で対応が違うことがあった。,東京,千葉,いつでも,4,5,5,5,2,0,10,3
366,2022-03-13,各説明も丁寧でよかったです。,4.75,聞いたことは的確にこたえてくれるのよかったです。しかし、引っ越しの支払いが会社が行うことになっていた為、自分が関与できない部分があり、その点に関して引っ越し会社さんが仲介役となるべきかと思いますが、現在の進捗などこちらから聞かなければ教えてくれない状態でした。その点が残念かなと思いました。,東京,福岡,いつでも,5,5,5,4,3,4,10,7
357,2022-03-12,大手さんなのに他社よりかなり安くビックリした,3.75,相場が分からず予算をしっかり決めずに見積りしましたが、1社目の他社さんはやっぱり『今、決めてもらったらここまで頑張ります！』と言われました。ただ、比較するために登録したので見積り最初に『この場で決めることはないです』と言っておきましたか、かなりしつこかったです。アートさん大手なのにその他社さんの1/3の値段でしたので決めました。我が家は他社さんの直前にコロナ濃厚接触者になり訪問見積りは他社さんだけ。他は『訪問できない』と言われ比較出来ずかなり焦りました。その中でもアートさんはオンライン見積りできたので、とても助かりました。オンライン割引もありお得に引越出来たと思います。時期に関しても他社さんは繁忙期と言われましたがアートさんは『まだギリギリ繁忙期の前です』といわれ、繁忙期もバラバラなんだなー？？？？？と思いました。ただオンライン見積りの場合は冊子や資料がないので細かいことは説明されますが、自分でメモするか記憶するかなかったです。おかげで、エコ楽ボックスの容量など何度も電話して確認しました。対応は良いのですが、少し手間でしたね。梱包する段ボールはもちろんもらえます。最初から少し多めにもらいましたが、回収には回収費がかかるので、段ボールが自治体ルールでゴミに出せない場合は別出費がかかりす。エアコンもオプションですがエアコンも分解クリーニングしてくれます！,大阪,大阪,午前,3,4,4,4,5,7,50,7
360,2022-03-12,親近感があって非常に良かった,5.0,小さい娘達が興味を持ってスタッフの皆さんに近づいても嫌な顔せず接してくれて、非常に印象が良かったです。遅い時間からの搬出で作業終了時間が不安でしたが、応援のスタッフさんを手配して頂き、短時間で搬出を終えることが出来ました。翌日の搬入も殆どの荷物の置き場所を把握しており、お願いすることが少なくとても助かりました。,千葉,茨城,いつでも,5,5,5,5,9,7,50,3
367,2022-03-12,安心,3.5,良かった点は、見積もりの対応が良かった点と、当日も色々と要望を聞いもらい、臨機応変に対応してくれたこと。また、電話対応も丁寧で、問題なかった。梱包や養生など、安心して作業は見れました。悪かった点は、作業時間がかなりかかったこと。アルバイトスタッフでもよいが、新人のため段取りが悪く、リーダーからの指示待ちが多かった。3LDKの戸建の荷物量であったが、朝8時半から開始し、搬出だけで6時間かかり、搬入が終わったが夜9時半。作業に丸一日かかったため、終わってから段ボールから荷物を出して、片付ける時間は全くなかった。流石に後半、他から助っ人が数人きたが、正直時間かかりすぎ。当日のスタッフの配分は、事前にしっかり検討してほしいです。費用面は多少より少し高かったが、大手の安心感を重視して、依頼しました。次回引っ越しの際、スタッフが保証されていれば頼みたいと思います。,東京,千葉,いつでも,5,5,3,1,13,8,50,4
342,2022-03-11,子供への気配り等、サービス精神の高い方が多かった,4.0,・他社と比較し価格が高いイメージだったが、超繁忙期以外は相対的に低い金額で対応可能とのことで、想定を下回る価格だった。・ノベルティのティッシュは必ず使用できるため良かった。・値引き交渉にも前向きで、算出根拠も開示しながら対応してもらえた。・一方で、値引きしていただいたからか、搬出時の作業員が少なく、20:30くらいまで作業が発生した。・対応は極めて丁寧であり、安心して任せることができる。また、価格も超繁忙期以外はある程度融通が効くようなので、おすすめです。,大阪,山口,午前,5,5,4,2,8,11,50,3
362,2022-03-11,誠実で迅速,5.0,【見積もり時の対応】他社さんと比べて、見積りを出して頂くまでの早さが、とても早かった。【料金】各会社毎に、比較することができてよかった。【作業内容】とても丁寧かつ早かった。【全体的な評価】とても満足【良かった点】見積りから引っ越しまでが早く纏まりよかった。,沖縄,愛知,いつでも,5,5,5,5,2,4,30,5
368,2022-03-11,悪い印象。,3.75,悪かった点梱包を自分でしなきゃいけないものや業者に任せていいものなど書かないと教えてくれないし予定していたものより荷物の量が減ったのに減額はしてくれなかったのが不満でした。良かった点業者の人はスピーディで元気に挨拶もしてくれて好印象でしたが最後に洗濯機や冷蔵庫買った方がいいですよとしつこく勧めてきたのは余計でした。搬入の方はとても好印象でした。,北海道,東京,いつでも,3,2,5,5,2,4,0,6
377,2022-03-11,大手で信頼できる,4.0,概ね対応に問題はなかった。次回も利用したいと思う。気になったのは2点。①引越し先での作業前に近隣にティッシュ配って挨拶するときいていたが、やってなかった。②引越し作業時も、床に少し雑に荷物を置くなど、期待していたより荷物の扱いが雑だった(物が壊れたわけではないので許容範囲)。,東京,千葉,いつでも,4,5,3,4,10,5,30,5
376,2022-03-11,仕事も早く、丁寧な対応で非常に良かったです。,4.75,引っ越し業者さんを初めて頼みました。どのようにしていったらいいのか、運んでもらった後など不安でいっぱいでした。担当者さんが親切で丁寧な対応でいろいろ教えてもらい安心できました。また機会があったらお願いします。ありがとうございました。,滋賀,滋賀,いつでも,5,4,5,5,6,4,0,5
353,2022-03-11,金額が高い！！！,3.25,作業が迅速、スムーズだった。作業員の清潔感があった。家電や家具の損傷もなかったのはよかった。電話がすぐにつながりわからないことを相談しやすかったのはよかった。料金が高い。搬入、搬出の時間を指定すればよかった。指定しないと繁忙期の場合、早朝か遅くになってしまう。訪問見積もりや他社との比較をすればよかったと思う。,宮城,埼玉,午前,3,3,3,4,1,4,8,6
365,2022-03-11,信頼のおける引っ越し業者さん。,4.75,・見積り金額から、快く値引きをしていただき感謝でした。・訪問見積りの方も、引っ越し作業の方々も全体的に若い方でした。・挨拶なども含め、気持ちの良い対応でした。・段ボールやテープ、引き取りも無料でした。・リピーターです。また機会があればよろしくお願いいたします。,神奈川,山梨,いつでも,5,5,4,5,4,9,50,0
372,2022-03-10,迅速で丁寧な作業でした,4.5,ひとり暮らしにしては荷物量が多かったが自分でもある程度運ぶ旨を伝えると値引きしてもらえた。有機ELテレビを使っているがその点も見積もりの際把握していただき、当日は専用の梱包箱を用意してもらえたので安心してお願いできた。作業もスムーズで部屋引渡しの時間にも間に合ったのでよかった。,栃木,栃木,いつでも,4,4,5,5,1,6,10,0
364,2022-03-10,とても良かった。,4.5,新築に引っ越しましたが、傷をつけないように細かな気遣いをしていただきました。また部屋の状況を見て、湿気対策等、いろいろアドバイスもいただきました。見積もりから引っ越し完了まで、きめ細かく連絡もいただき、また予定の時間よりも早く作業していただき、1日待ちくたびれることなくしていただきとても助かりました。価格の方も他社と比較してもお安くしていただき、また他社さんよりも段ボールの数も多くしていただき、余裕を持ってこちらも準備ができたと思います。やはり大手の企業は任せても安心であると再確認しました。,東京,兵庫,いつでも,4,5,4,5,1,7,30,5
373,2022-03-10,普通に引越しできた,4.25,複数社から相見積もりをとり、そのなかでも料金・日程の対応・営業マンの適宜連絡・クオリティなどいろいろと比べるところがありますが、他社を使用したことがありませんので比較できませんが、価格的には非常に安いといった印象です。もともと10万円～の想定をしていたこともあり非常に今は安いのだと思いました。今後改善が出来ればという点は、営業の人間と実際運ぶ人間が違うため搬出搬入への齟齬がある部分です。実際運んでいただいた品物がとても大変そうでしたが営業の方は大丈夫の一点張りでした。難しいかもしれませんが、運ぶスタッフが見に来る方がよいと感じました。値引きは予算がもともと高く見積もっていたため特にお願いしませんでしたが、繁忙期ということもあり、難しいのかなという印象を受けました。引っ越し前の段ボールの持ち込み他の梱包品の持ち込みに関しては事前の連絡が無く突然電話が来て今から持っていくので家にいますか？ということでした。事前に連絡をいただければスムーズに受け取りが出来たのにな、運ぶスタッフが合間で来ていたようなのでそこも時間のロスがあったりして不効率だなと感じました。,山形,山形,いつでも,4,4,5,4,1,2,0,5
375,2022-03-09,明るく、テキパキとして、感じが良かった,4.25,何回もサインが必要だったが、それだけ、きちんとしている事だと思いました。印象もよく、良かったと思います。安い業者に電話したが、電話はでないし、問い合わせの返事はないし、最悪。安かろう、悪かろうかとおもい、辞めました。,兵庫,兵庫,いつでも,4,4,5,4,1,0,4,8
380,2022-03-09,テキパキと作業していただいて良かったです。,5.0,冷蔵庫下の傷防止用に購入していたものを、業者さん目線でのアドバイスを頂き良かったです。知らなければそのまま使ってたので。冷蔵庫下の傷防止マットの分が追加料金になりましたが、納得です。段ボールも無料で頂き、大変助かりました。,高知,高知,午前,5,5,5,5,2,5,0,4
379,2022-03-09,とてもよかった,4.5,アート引越センターは前回（半年前）にも利用してるので安心感がとてもありました。が今回の女性のスタッフ（社員）はとてもテキパキと仕事が早く、若いのにとても慣れている感じで頭の中でどの順番が効率的か考えている風で見ていて気持ちよく感動しました。その後の自分の動きも軽くなり本当にアートさんにお願いしてよかったです。価格もこの時期にしてはリーズナブル価格にして頂き感謝です。　ありがとうございました。,東京,東京,いつでも,4,4,5,5,1,3,30,0
354,2022-03-08,良い印象がある。,4.5,訪問見積もりは丁寧でした。サービス、食器入れなども便利でした。引っ越し担当者は若手が多かったので、一人はベテランだと安心感があります。でも仕事は納得いくものでした。値段は満足しています。他の人にもお勧めできます。,岡山,岡山,午前,5,5,4,4,3,4,60,0
338,2022-03-08,いまいち,2.75,コロナ禍ですが、訪問見積りが基本ということなので、2社同時刻で進めようとしたら、A社はお断り。別々に進め安いA社にしたが、荷物を積みきれない小さい車両で来て、積み残した状況で帰っていきました。確かに車１台と断りはあったが、立ち会い見積りまでしたんだから、大きい車で来いよ。もしくは予め積み残しが発生すると言ってくれよ。結局泣きを見るのはお客側ですからね。荷物が少ないひとにはおすすめです。,神奈川,神奈川,午前,3,2,3,3,1,6,30,4
349,2022-03-07,引っ越し業界No.1？,3.25,以前利用してとても満足だったので今回も利用しましたが、元気なく便りない段取り悪すぎ、搬入時のアイデアが乏しすぎでとても残念でした。今までは知人に勧めていましたが、恐らく二度と利用しないとおもいます。,大阪,大阪,午前,5,5,2,1,3,0,0,7
388,2022-03-07,のんびり、もう頼まない,2.75,リーダーさん以外のスタッフはイマイチ。荷物を運ぶ際にスタッフさんの指が切れてしまい、家電やテーブルに血があちこちついているのにもかかわらず、すみませんの一言もない。のんびり、今日中に引越をですませればよいみたいな態度。段ボールは納戸にキチキチに置かれて箱を確認するにも歩くスペースも幅もないぐらい積まれて片付けるのも一苦労でした。費用も高く、この程度の引越でこの金額？？ぼったくりです。ネームバリューで調子乗ってるんでは？と思いました。また、梱包サービスも実際は荷物の量の1/2程度しかやってもらっていない。いいお商売されていますね。梱包も雑い。もう二度と、こちらも業者さんにお願いすることはないとおもいます。お金半額分ぐらい返してほしいぐらいのレベルの今回の引越でした。エアコンの取り付けの業者さんは大変対応がすばらしかったです。,大阪,大阪,午前,3,4,2,2,15,13,0,6
381,2022-03-07,引越当日の手際が良かった。,4.75,荷造りお手伝いオプションは高いが仕事しながらの引越なのでお願いした。要らないと言ったのに荷物に入ってたり、言ったのと違う場所（部屋）に入ったりしていたことだけが残念でした。引越当日は、とても感じよく手際も良かった。作業の早さに驚きました。,兵庫,兵庫,午前,4,5,5,5,2,4,30,0
387,2022-03-07,スピーディーで誠実な対応だった,4.0,丁寧に荷物を運んで下さり、素敵な笑顔での対応でした。引っ越し作業で疲れ果てていたのですが、その素敵な笑顔に癒されました。割引など、してもらって、考えていたより安く引越し出来たのが良かったです。ありがとうございました。,大阪,大阪,午前,4,4,4,4,2,3,10,10
390,2022-03-07,全ての対応が速くてよい,4.0,養生もしっかりしてテキパキ作業。作業員同士の雰囲気も指導の仕方も良かった。今までいろんな業者に引越ししてもらったが1番良かった気がする。値段も今回依頼した中で1番安く、対応もスムーズで良かった。,岩手,静岡,午前,4,4,4,4,7,3,50,4
402,2022-03-06,親切に対応してくれて有り難かったです,3.5,急な転勤になり、引っ越し業者の見積りを取るのが大変でしたが、一括見積りでお世話になりました。子供の新学期前に引っ越しを予定していましたが、色々な引っ越し業者を当たってみても、良い返答が返ってこなくて、とてもこまっていました。最初から契約を取る気がないような業者もいたり、困っているなかでとても残念な対応を受けたように思います。そのなかで、唯一アートさんは日程調整をしてくださり、無理なお願いにも答えてくれました。調整後にはすぐ契約となり、その後、すぐに段ボールなどの引っ越し準備に必要な物を届けてくれました。対応してくれたオペレーターの方もとても親切で、こまっていたこちらとしては有り難かったです。我が家は転勤族で色々な業者に頼んできましたが、今回のアートさんは初めてでした。他社の引っ越し業者との対応の違いは親切さだと思います。,宮城,宮城,午前,4,4,3,3,9,7,50,3
389,2022-03-06,対応がすごく丁寧でした！,5.0,予算オーバーの見積もりだったので、予算を伝えて予算内で運べるだけ運んでくれとお願いした所、結構な荷物を(大型家具は全て)運んで頂けることに大変満足いたしました。柔軟な対応にとても感謝してます！引越し日の時間も3日前に連絡が来て、予定を立てやすかったです。当日建物の養生、荷物の養生もしっかりやってくれて1つ1つ丁寧に運んでくれたし、作業員の方もみんな愛想も良く気持ちの良い引越しができました！また引越しがあれば利用したいと思いました。,北海道,北海道,午前,5,5,5,5,2,3,0,9
401,2022-03-06,素早く丁寧に作業していただきとても良い印象でした。,4.5,【見積もり時の対応】何点か不安に思っていたことをお尋ねしましたが、丁寧に答えていただきました。【料金】他社よりも安い価格に設定していただきました。【作業内容】素早く作業していただきました。【全体的な評価】忙しい時期でしたが、値段も安く抑えられて満足です。【良かった点】値段を安く抑えられた点、素早く丁寧に作業していただけた点【気になった点】特にありません。,神奈川,神奈川,午前,4,4,5,5,3,4,15,6
394,2022-03-06,大手なので仕事はしっかりしていそうだと思っていた。,4.0,指定された到着予定時間に２時間の幅あった上、その時間よりも１時間以上遅れてきたため、計３時間以上無駄に待たされてしまった。お陰で夕食をとるタイミングも逃してしまった。大手なので時間は守ると思っていたのが間違いだった。ただし、予定の車両が更に遅れるとのことで、作業員だけを急遽手配したらしく、５、６名で来て、搬出だけを一気にやってくれて、作業はとても速かった。臨機応変に対応できるのは、大手ならではなのかなと感じた。,愛知,群馬,午前,4,4,3,5,9,6,20,4
391,2022-03-05,以前も利用したが、サービスが低下したと感じた,4.0,・良かった　受付時の電話対応が素晴らしい。　作業員の人柄は良さそう。　受付から見積もりまでのスピードが速い。　カーテンレール取り付けなどの部署があり相談出来た。・悪かった　引っ越しスピードが遅いわりに細かいところがカバー出来ていなかった。　組み立て式家具が完全に完成していない。　段ボールに行き先記載してあるのに場所が違った。　以前は使用段ボール回収が一回無料だったのが、3000円になった。　HPではご近所挨拶とあったが、今回はなにもなかった。　サービス全体としてコスパが合わない気がした。　値段が高い。　一人(ドライバー)がノーマスクであった。　作業は丁寧だがミスが目立った。　,神奈川,神奈川,午前,5,5,4,2,10,7,50,8
396,2022-03-05,高いお金を払ってこれなら頼む事はない,2.75,今回来られた作業員の実力不足と、指示能力と連携力の低さを目の当たりにし、此方は終始不安しかありませんでした。引越費用は安くない金額を出してますが、あの作業内容であれば、今回の引越業者に依頼する事は二度とありませんし、知人に進める事はしません。,埼玉,愛知,午前,4,5,1,1,2,1,20,6
393,2022-03-05,どの方もテキパキとしていて気持ちが良かった。,4.25,・今のご時世、乳児がいることもあって、オンラインでの見積もりが出来る事に好印象でした。・どの従業員もハキハキと対応も良く気持ちの良い引っ越しが出来ました。・台車も貸していただくなどわがままも聞いてもらえたので嬉しかったです。,埼玉,埼玉,午前,4,4,5,4,8,8,20,4
384,2022-03-05,要望に対して臨機応変に対応してくれた,4.75,3か所積みや、細かい時間の要望にも融通のきく対応をしてくださりました。要望の割に費用も抑えられ、コストパフォーマンスが高かったように感じます。電話の応対も丁寧かつスムーズで、不安なく当日を迎えることが出来ました。作業員の方も丁寧で迅速に作業をしてくださり、大変助かりました。また利用したいです。,東京,神奈川,午前,4,5,5,5,4,4,30,4
359,2022-03-05,迅速に対応していただいた。,4.0,当初4社見積もり依頼していたが、1社見積もり完了出来なかった。理由はわからない。繁忙期でもあるが、各社駆け引きがあるのか見積価格の幅が大きかった。総じて各社レスポンスが良かった。利用する価値があった。,宮崎,宮崎,午前,4,4,4,4,5,4,15,4
363,2022-03-05,頼んで正解だった,4.25,【見積もり時の対応】愛想のない営業さんで、第一印象は悪かった【料金】お得だと思った【作業内容】テキパキと動いてくれた【全体的な評価】頼んで良かった。【良かった点】笑顔も絶やさず、子供達への配慮も素晴らしく、作業員同士の言葉遣いも優しく、作業員3名の方はとてもよかった。【気になった点】①営業について本当に愛想のない営業で、イライラしているのか疲れているのかわからないが、見積もり依頼をお願いしたことを後悔した。結局、金額や日時などのコストパフォーマンスがよくてお願いしたが、この方は営業には向いていないなと思った。②作業について養生などをしてくれなかった。自宅の窓から物を搬入していたのだが、窓に寄りかかりながらだったり、ドライバー？などの重く鋭利な道具も落としたりしていたので、その点が気になった。,神奈川,神奈川,いつでも,4,3,5,5,2,4,0,5
398,2022-03-04,大手なので、安心して任せられた。,4.0,値引き、割り引きはして頂いたのですが元々高めの金額設定から割り引きしてるのかなと感じるくらい、最初の設定金額が高かった。ごねればもっと下げてくれたのかも？と今になって思う。ただ、作業に入ってくれた方には本当に丁寧に作業して頂いたので、気持ちよく支払いが出来た。とても感謝している。,埼玉,埼玉,午前,4,4,5,3,8,5,0,8
369,2022-03-04,みなさん、感じのいい方達でした。,5.0,見積もりの際に、コロナ禍ということもあり家に入る前にしっかり消毒などしていただけたことがとても好印象で安心できました。家電なども、古くなっているから変えた方がいいなど、引越しの際の準備などのアドバイスをいただけてとても助かりました。,北海道,北海道,いつでも,5,5,5,5,6,2,0,5
385,2022-03-03,清潔感があり、丁寧でした,5.0,一人暮らしですが、荷物が多いため訪問見積もりをお願いしました。3年前に他社で引越しを行った際にはダンボールが足りなかったのですが、かなり多めにダンボールを貰うことができましたので安心して準備できました。ちなみにダンボールの引き取りサービスは付帯していませんでしたが、プラス3000円でお願いできました。電話で他の大手に値段を確認した感じで予算より1万円ほど高かったので、大手なので難しいかと考えていましたが、当日決めることで予算以内に値引きしてくれました。時間指定ができない便でしたが、区内の移動でしたので問題ありませんでした。おそらく午前中指定などでしたから値段はアップしたと思いますので、安く抑えたい方はフリー便にすることをオススメします。1年以内であれば模様替えのサービスが利用できるということなので、利用したいと思います。,東京,東京,午前,5,5,5,5,5,4,20,7
383,2022-03-03,値段の交渉を頑張ってもらった,4.75,【見積もり時の対応】希望している日に積み下ろしができないことで契約に躊躇していることを伝えたところ、その分費用を抑えてくれてよかった。リピーターだったことも影響していると思うが、営業所に電話してまで交渉してくれるとは思っていなかったので嬉しかった。【料金】予算よりもかなり低く抑えられることができた。【作業内容】とても早い積み込み・積み下ろしでよかった。【全体的な評価】費用面や当日の作業員さんの対応等々すべてにおいてしっかりしており、最初から最後まで安心して家財を任せることができた。今後もお願いしていきたい。【良かった点】積み込みの作業員さんが数年前に引っ越した時と同じ方だったので安心して家財を任せられた。,山形,東京,午前,4,5,5,5,1,4,20,0
382,2022-03-03,信頼できる業者です。,5.0,電子ピアノがあったので、単身パックの引っ越しにはできず、他の業者にもメールで見積もりをしてもらい8万円と言われました。予定していた金額を大幅に上回ったので、実際に見積もりに来てもらい、引っ越しの日にちによる金額の違いなど細かく聞くことができて良かったです。実際に荷物を見てもらうだけではなく、色々質問ができて納得してひっこしできるので訪問見積もりは大事だなと思います。値引き交渉をしましたが、繁忙期なので日にちが1週間早まると２万円程安くなると言われたので、引っ越しを早めました。メールだけでは知ることができないので、良かったです。ダンボール10枚、ガムテープ、ダンボールのハンガーラック、食器等を包む紙がパックになっていました。当日の作業員さんもテキパキとしていてとても感じが良かったです。さすが大手企業です。,青森,宮城,午前,5,5,5,5,1,0,10,4
392,2022-03-03,作業員の方々が素晴らしかった。,4.5,◆良かった点•作業に来たスタッフのリーダーの対応、メンバーへの指示力etcが素晴らしかった•引越当日にまだ荷造りが出来ていない部分が多かったにも関わらず、イヤな顔せずむしろ温かい声をかけてくれた本当にお世話になりました。,兵庫,兵庫,午前,5,4,4,5,12,5,50,5
374,2022-03-03,女性スタッフ２人で不安でした,4.5,粗大ごみにだすため昔の婚礼家具が大きく重いので、女性スタッフ２人で不安でした。テキパキと仕事こなしていた様子を見て安心しました。細かいところも気がつくので、単身引っ越しには女性スタッフのほうがオススメです。,大阪,大阪,いつでも,4,4,5,5,1,0,20,5
399,2022-03-02,元気にてきぱきした作業をしてくれた印象です,3.75,【良かった点】・見積訪問時のプレゼントは無く、作業費を安価にする姿勢が潔くて良かった・荷物の搬入でいろいろと設置場所を指定したが、快く対応をしてくれた【悪かった点】・荷物搬出の訪問時間は2時間ほど早く、搬入時間は2時間ほど遅れ、時間の正確性が低い事で段取りぐくるった。・メタルラックの解体時に、ネジ式なのに強引に外した事で連結部が破損していた。,佐賀,岐阜,午前,4,4,4,3,3,5,15,4
358,2022-03-02,前に頼んだ時によかったので信頼感があった,3.5,早めに見積もりしてもらって高過ぎて自分達でやろうとおもったがギリギリになってやっぱり依頼しようとおもい、頼んだところ想像以上に安くなっておどろいた。希望の日どおりではないものの、ほぼほぼ理想を叶えてもらえてよかった。電話が一気にたくさんきて、同じやりとりを何度もしないといけないのが億劫で、まったく連絡を返さないこともあったが、最後2社だけだったがやりとりしてよかった。前に女の人にやってもらったことがあり丁寧さと手際の良さに感動したが今回はまあ可もなく不可もなくというかんじでした。繁忙期なのでバイトだろうなという印象、特に悪くはなかったが個人差はあるなあとおもった。,岐阜,岐阜,午前,4,4,3,3,2,4,20,5
371,2022-03-01,若くて元気があって　さわやかな印象,4.0,【見積もり時の対応】丁寧に　明るい声で気持ちよく聴いてくれた【料金】納得の範囲【作業内容】丁寧に素早く行ってくれた【全体的な評価】神奈川への引っ越しなので　トラックへの積み替えで　荷物の紛失や家財が傷みやすいのではと心配だった。梱包は丁寧にされていたとは思う、もともと足元が弱い机ではあったものの、段ボールから出した瞬間は歪んで自立できてなかった　その後足を広げてふらつきながら自立しています【良かった点】明るく元気にテンポ良く仕事されていて気持ちよかったです【気になった点】荷出しの方はリーダーの方への仕事の負担がすごく多く感じました。荷入れは二人ともテンポ良く働いていて気持ちよかった。時間指定を追加金していてギリギリ？遅刻？な時間だったのですが、二人の対応の良さで良しとしました。作業員の対応はとても大事だと思いました。　中継を挟む場合の家財の傷みについては、どこで傷んだかもわかりづらく川崎でのスタッフの対応が良かったのでこれもクレームは言っていません。長距離の引越しの場合は、こう言った場合は　どんな処理をされるのかなぁと　おもっています。,大阪,神奈川,いつでも,4,4,4,4,9,3,40,7
341,2022-03-01,しっかりやってくれそう,4.25,私のこだわりにしっかり応えてくれて、家電位置の微調整をしっかりやってくれた。しかし、繁忙期で新人さん連れてきていて、新人さんはただ我が家の見学状態になっていた。また、私達の前で新人さんを説教しないでほしかった。,静岡,静岡,午前,5,5,4,3,2,2,0,5
403,2022-02-28,作業員の方がとても気さくな方でした,5.0,作業員の方がとても気さくで安心してお任せできました。以前別の業者でお願いした時に作業員2名の言葉遣いや態度が悪く非常に不愉快でしたが、今回お願いした方々は全くそんなことがなく、偉い方が特に気さくにこちらに話しかけてくださり気分がよかったです。引っ越し準備が間に合っておらず部屋が散らかっていましたが、持って行く荷物の個数や物をダブルチェックしてくださりとても安心できました。こちらに話しかけてくださりながら作業をおこなってくださり、作業確認のためこちらも確認のため見て行いますが気まずくなることもなくとても良かったです。最後に世間話をしてくださったりとてもこちらに気を遣ってくださる作業員の方で、今まで引っ越しの方に良い印象はなかったのですが、覆されました。是非また引っ越しをする機会があればお願いしたいと思います。,静岡,神奈川,午前,5,5,5,5,3,3,0,8
352,2022-02-26,普通でした。,4.5,契約時は丁寧だったのですが、契約後話が変わったので少し対応に困りました。作業員さんの感じはよく、とてもいい印象でした。見積もりの時と荷物の量が少し変わりましたが値段は変わらず対応して貰えたので、良かったです。,北海道,大阪,午前,4,4,5,5,3,0,70,4
395,2022-02-26,明るくて気が利く、やさしかった。,4.75,当初予定していた荷物以外にも家財があったのですが、作業員さんから「他に運ぶものはありますか？」とこえをかけていただき、最初は迷ったのですがお言葉に甘えて運んでいただきました。作業内容もとても丁寧で、安心して搬出入を依頼することができました。ありがとうございました。また引越をする時にはお願いしたいと思います。,茨城,茨城,午前,5,4,5,5,9,4,20,4
378,2022-02-25,大手という感じがした,4.75,見積もりは、電話でのやりとりだったが、スムーズで料金交渉にも応じてくれた。積み込み作業もとても手際良く早かった。荷物が限定的で少なく、それ程距離が有るわけでは無いのに、なか３日かかり料金も高めだと思った。,神奈川,福島,いつでも,4,5,5,5,1,4,3,5
386,2022-02-25,リーダーの方がイライラしていて嫌だった。,3.25,最初の話では作業員3人だったのですが、2人しか来ず作業が遅くなっていました。時間は2時頃だったのですが、夕方にも他のところでの作業が、あったみたいで、作業がはかどらないことに、イライラしているリーダーの態度には驚きました。思いのほかこちら側の荷物が多かった事もありそこは申し訳なかったですが、作業員が足りないのはこっちの責任ではないので、そんな態度はないんじゃないかなーとおもいました。若い方だったので仕方ないのかもしれませんが、こっちまで気分が悪くなりました。リーダー以外の他の若い子は感じがよかったので、リーダなのだからもうちょっと人の対応の仕方を勉強してほしいです。,山梨,山梨,午前,4,4,3,2,7,5,50,4
400,2022-02-24,名前も有名でサービスも安定してそうだった,4.0,【見積もり時の対応】かなり短期での案件だったにもかかわらず素早い対応でした【料金】元の見積もり価格から他社と比較することでかなり譲歩して安くして頂けた。【作業内容】スピーディで当日のアドリブな指示にもしっかり対応してもらえた。【全体的な評価】また利用したいと思えるいいサービスだった。【その他】どの会社もそうだと思いますが色んな会社で見積もりを取って再交渉すると価格や条件は譲歩してもらえるので積極的に交渉していく姿勢が大事だと思います。,大阪,神奈川,午前,4,3,4,5,6,2,10,7
397,2022-02-19,引越しの荷物運搬作業リーダーがプロだった。,4.5,訪問見積もり時の段ボール想定数ではまったく足りず、1.5倍の数が必要となった。梱包作業員は丁寧で良かった。荷物運搬のリーダーの専門性が極めて高く感服した。養生から荷積み、引越先での養生から運び込みの段取りと作業効率、丁寧さは一流だった。荷解き担当者は収納のプロなのでどう仕舞うべきか教えてもらえると言われていたが、若い女性2名が来て、「開梱する段ボール数は事前の予定通りしか出来ない」と言われ、どの箱を開梱してどこに仕舞うのか教えないと作業が出来なかったので、期待とだいぶ違った。段ボールの回収は、女性1名で軽トラで来たので、各部屋で開梱して積み上げた段ボールを玄関まで運ばなければならなかった。フルコースで依頼したので、総額は想定より高くなったし、それで女性スタッフだけで積み込みで客に運ばせるのはいかがかなと思った。ただ梱包に関しては、フルコースでなかったら無理だったと思えるので助かった。,東京,東京,午前,4,4,5,5,13,8,70,10
