,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
389,2023-01-16,丁寧な対応と営業マンの人柄が良かった,3.75,数社から電話を頂いたが、来訪された営業マンの対応ぎ良かったから。こちらの要望に沿った内容に親切に対応してくれたから。初めて利用させてもらったが、数社から引っ越しの電話がすぐにあり助かった。引っ越しの為の無料ダンボールやお米のプレゼント等助かったから。自分の思った予算にほぼ合った為。,大阪,大阪,午前,3,4,4,4,1,5,10,8
388,2023-01-16,好印象です。サカイに依頼して良かったと思います。,4.5,見積もり、価格交渉、日程案の調整等、即決で決断できました。搬出、搬入も丁寧に行なってくれて、そこまで養生しなくても良いって位、丁寧に養生してくれました。簡易な引越しでしたので、期待していなかった養生等のサービスを一生懸命して貰いました。サカイ引越センターに依頼してとても良かったです。今後、機会があれば是非サカイ引越センターに依頼したいと思っています。,福岡,福岡,午前,4,4,5,5,1,0,0,7
393,2023-01-15,愛想がよかったです。,5.0,千葉から都内への引越しだったので、3万以内で収まるだろうと思って見積もりをしていただいたら想像以上に高く驚きました。しかし、担当の方が上司に掛け合ってくださり、希望の金額まではいかなかったものの値下げしていただくことができました。植物の配送があったのですが、枝が折れないようにと段ボールを組み立ててくださりありがとうございます。配送荷物一つ一つに気を配っているんだなと感じました。荷運びも大変スムーズでした。大満足です。ありがとうございます。,千葉,東京,午前,5,5,5,5,4,4,15,3
390,2023-01-15,優しい,4.5,私はサカイ引越センターにお願いしました。訪問見積もりをしたいとサカイに言われたのでお願いしたら、翌日訪問、そしてお米をいただけました。もともとはネット見積もりで安かった他社にお願いしようと思っていたのですが、サカイが訪問見積もりに来たので、他社の見積書を見せたら安くしてくれました。なので、結果的には一番安い値段で引越し業者が決められたので大変ありがたかったです。サカイは、段ボールは20箱までは無料で、靴を入れるシューズラック（12足くらい）当日貸してくれて、スーツなどをシワがつくものに関しては、ハンガーラックも当日貸していただけたので助かりました。当日は、14時から17時までに来てくれ、17時から20時までに搬入すると言うフリー便でした。実際には12時半に来たのでかなり早く引っ越しが終わったと言う点では助かりました。,埼玉,埼玉,午前,4,5,4,5,2,2,15,10
387,2023-01-14,引っ越しスピードがとても速かった,4.75,【見積もり時の対応】すぐ決めてほしいとせかされた【料金】希望通りだったので満足【作業内容】スピーディーだったので満足【全体的な評価】大満足【良かった点】期待した以上の仕事をしてもらった【気になった点】いただいた見積にタバコのにおいがしていた,大阪,大阪,午前,5,4,5,5,11,11,60,4
392,2023-01-14,非常にテキパキと作業していただきました。,4.0,【見積もり時の対応】荷物の量が大変多かったので、訪問見積もりをお願いしました。当日は時間通りに来てくださり、荷物を床に置く際も持参された敷物の上に置かれていました。開始早々、裁判沙汰になっている不祥事に関する説明·謝罪から始まったのには驚きましたが、先にお話を聞けたのは好印象でした。提示いただいた見積もり金額とこちらの予算に大幅な開きがあったので、正直にその旨をお伝えしたところ、その場で上司の方へ金額交渉されました。その後にも他社さんの訪問見積もりがあったため即決しませんでしたが、数時間後に上司の方からお電話があり、再度金額の提示をいただき、お願いすることを決めました。【料金】最初に提示された金額は他社さんと比べて一番高く、候補にも入りませんでした。しかし、その旨を営業さんに伝えると、金額交渉で結構な金額まで頑張ってくださいました。繁忙期に入る前の引っ越しだと、結構頑張っていただけるようです。【作業内容】引っ越し日当日は、素早い作業に圧倒されました。見積もり時におおよその終了時間は聞いていましたが、それよりも早く終わり、大変満足しています。ベテランさん2人と若い方1人の3人で来てくださり、安心感がものすごく得られる布陣でした。【気になった点】速さを求めているためか、少し段ボールの扱いが荒く感じました。初めて業者さんに依頼したこともあり神経質になっているだけかもしれませんが、割れ物入りと書いた段ボールの上に超重量の段ボールを置かれた際は非常に困惑しました。,京都,大阪,午前,3,4,4,5,8,4,20,8
339,2023-01-14,清潔感と信頼性が高いと感じた,4.75,訪問見積もり時の対応が非常に柔和で、信頼感があった。最終的には他社との料金比較で決めたが、比較が必要なければ即決したいところだった。引越し当日の作業員さん方も、非常にハキハキと作業されており、連携もしっかりしていたことから、安心して作業をお願いすることができた。,鳥取,静岡,いつでも,4,5,5,5,3,11,20,4
386,2023-01-13,電話での営業がしつこい。安い。大手。,5.0,営業電話はとてもしつこく、最初はここにはしないでおこうと思いました。しかし訪問見積もりでの営業さんの対応がよく、値段もダントツで安かった為ここに決めました。引越しの時は作業員の方の手際がよくスピーディーに終わりました。すごくよかったです。,長崎,兵庫,午前,5,5,5,5,5,6,20,4
385,2023-01-11,またお願いしたい,5.0,見積依頼から電話が鳴り止まず他のことに手をつけられなかった。業者さまも契約を取りたくて一生懸命なのは理解できますが、正直にお伝えすると迷惑なレベルでした。見積アポイント取りの仕組みを構築した方が、より良いものになると思いました。,埼玉,埼玉,午前,5,5,5,5,10,5,30,7
384,2023-01-09,話しやすくて良かった,4.5,電化製品を拭くようにお願いしましたが水拭きだったので作業員の方が加減してしてしまい、ホコリが少し残ったので後から自分で雑巾を借りて拭きました。運ぶ時にマイペットで拭かせていただきますという説明があり、拭いてくれましたが、拭いてくれないものもあり、そこまで家具も多くないので全部拭いて欲しかった,京都,東京,午前,4,4,5,5,3,7,4,6
381,2023-01-05,親切、丁寧で安心して引越しできました。,5.0,営業マンの対応が良く、電化製品の処分込みの金額だったので満足です。当日の作業員の方も対応が良く、親切、丁寧で効率良く作業していただき安心しました。タンスの中は入れたままで電化製品の取り外しも対応してくれました。次回もお願いしたいと思います。,大阪,大阪,午前,5,5,5,5,7,12,80,8
379,2022-12-31,丁寧でした,3.0,サイト自体で他社と比較して参考になる金額が出れば良かったのですがメール電話等、自宅の家財を見せないと金額がわからなかったのであまりサイト自体は参考にならなかったです。3社比較アート・サカイ・ハート引越しセンターで見積もりを取って一番安かったのがサカイでした。金額は家族2人、東北から都内引越しで20万弱程他社だと25〜7万程だったので安かったと思います。15万前後で出来ればと思ってましたが20万切るのは難しいようでした。アートの対応は一番良かったですが、最初に提示した金額からは下がりませんでした。ハートは県外から来てもらって親身に答えてくれたので良かったですが、金額は1番高くなってしまいました。サカイは最初に提示した金額が元々安かったですがそこからさらに15000円程下がりました。サカイとハートが訪問見積もりしてもらいましたが粗品等はありませんでした。,秋田,東京,いつでも,3,3,3,3,6,8,50,4
403,2022-12-30,誠実で好印象,4.75,他社見積もり金額より低い金額でできるように努力していただけた。また、訪問見積もり時にはまだ契約もしていない段階でお米をもらえたりなど、非常に良い対応をしていただけた。引っ越し当日も3名でしっかりと対応していただき、サポート内容など流石大手引っ越し業者だと感じました。また機会があれば頼ませていただこうと思います。,大阪,大阪,いつでも,4,5,5,5,4,4,0,10
409,2022-12-30,昔のイメージからかなり良くなってました。,4.5,・昔の悪いイメージから（高額な見積料金）安価になっていてびっくりしました。・迅速な見積対応に、引越し日程調整の要望に応じてくれた。・引越しガイドの様なパンフレットもわかり易くて良かったです。・引越しは厄介で疲労が溜まりますが、当日はとても明るく面白い担当者が来て作業をして頂き、疲れが半減しました,北海道,北海道,いつでも,3,5,5,5,3,4,0,9
419,2022-12-29,安心して任せられると思いました。,4.5,初めての引越で料金がもう少し安くいけるかと、思ってましたが梱包に来ていただいたりしたことと見積り時も作業時も良くして戴きましたし電気関係の取付等もきちんと対応して戴けましたので良かったかなと思ってます。,大阪,大阪,いつでも,5,4,4,5,4,10,50,7
406,2022-12-29,CM,4.25,営業さん丁寧、一生懸命、値段決めるのも安くしてくれるのも早かった。電話の折り返しがないのが不満を感じた。作業員さん、言葉が丁寧、1人ふざけてる人もいた。作業、早かった、流石だな！と思いました。反面、雑だった、靴履かないで外へ出て新居に石が入った、床に大きな傷がついた！,兵庫,兵庫,いつでも,4,5,3,5,6,3,0,7
410,2022-12-29,とても良い会社,5.0,・見積もり時にはお米が貰えた。・限提示された料金が思っていたより高かったので、交渉したところいろいろ考えてくれて、引いてくれた。・ダンボールとテープと布団袋が無料で助かったが、使用済みダンボールの引取サービスが前回は無料だったのが、有料になっていたのは残念。・以前にも利用した時も、営業の方がとても印象が良かった。作業員の方々の作業はチームワークが良く、スピーディかつ丁寧でした。運搬作業が早く終わったので、他に手伝うことがあるか聞いてくれて、電気の取付などもやってくれて助かった。,奈良,奈良,いつでも,5,5,5,5,2,4,0,5
399,2022-12-29,リーダーの方が頼もしく、安心して任せられた,4.0,年末で金額が高くなってしまうタイミングでしたが、なんとか調整していただき、希望の金額に近づけていただけてとても助かりましたし、大手なので、安心してお任せできました。１点困ったのが、終わった後の段ボール回収が有料なのが初耳で、お願いするか迷っています。。,千葉,千葉,午前,4,4,4,4,7,6,40,6
400,2022-12-27,親切丁寧でした。プロ意識の作業が印象的でした,4.5,営業の方が親身になって考えてくださいました。引っ越しスケジュールや予算，荷物の量など，こちらの立場に立って考えてくださったのが印象的でした。※引越し侍さんのフォローの電話もとっても良かったです。お電話をいただくまではキャッシュバックがあることを知りませんでした。引越し侍さんのサイトを利用したときに，引越し会社･各社から次々に連絡が来たことはびっくりしましたが，それだけニーズにこたえたサイトであることが分かりました。また利用したいと思います。,大阪,岡山,いつでも,4,4,5,5,7,4,20,3
395,2022-12-26,割引も多くお願いにも真摯に対応してくれました,3.5,【見積もり時の対応】真摯に対応してくれました。【料金】とても頑張ってくれたと思います。大手なのに、ここまで頑張ってくれるとは思わなかったので、良かったです。【作業内容】階数が高いところからの荷物おろしだったので、大変そうでしたが、丁寧に運んでくれました。【全体的な評価】お得な値段で引っ越しできてよかったです。【良かった点】お値段が安いところ【気になった点】重たい荷物が、割れ物の上に乗っていて、焦りました。,埼玉,埼玉,午前,3,4,4,3,9,4,30,3
396,2022-12-26,良心的,4.0,とても値下げしていただいて、対応も丁寧でした。新人さんとベテランさんのタッグで作業していただいていましたが、少しベテランさんの新人さんに対しての態度が悪かったかなという印象を受けてしまった。電話での値段交渉では、こちらの希望をしっかり聞いていだだき、思っていたよりも安くしてもらえました。,兵庫,京都,午前,4,5,4,3,9,3,30,3
397,2022-12-26,電話見積もりだけで料金が出たことにびっくりした,4.5,とにかく見積もりが早い安い。引っ越し日ぎりぎりまで、仕事が詰まっていたので電話だけで見積もり～契約まで完結出来たのは本当に助かりました。また、年末年始の引っ越しということで搬入日を年明けにずらし金額を押さえる等の提案も頂けて本当にありがたかったです。引っ越し作業は搬出搬入ともに、責任者(社員さん？)とアルバイトの方1名ずつで対応頂き、責任者の方はどちらも接客も作業も丁寧で安心してお任せ出来ました。,福岡,埼玉,午前,4,4,5,5,4,0,10,8
420,2022-12-26,作業は問題なく良かった,4.0,予定していた時間よりも来るのが遅くなった。途中連絡はあったものの1時間後になります、その後あと30分かかりますという連絡ではなく2時間後になりますで良かった…待ち時間がもったいないので、余裕を持った時間設定をしてほしいです。,東京,東京,いつでも,4,4,4,4,4,2,0,10
422,2022-12-26,丁寧で安心感がある,4.5,よかった点見積金額が予想より安く他者の見積もりを取らずに契約できたので他者との見積もり時間をとらずに済み助かった。作業も丁寧で安心感が持てた。悪かった点朝の作業開始時間より1時間以上遅れたので、完了がかなり遅い時間となり疲れてしまった作業者さんも大変だったと思う,福岡,福岡,いつでも,5,5,4,4,9,12,50,5
414,2022-12-26,見積もりも当日の作業員も丁寧な対応でした,4.0,大型家電のみお願いしたのですが、トラックの空いた箇所に段ボールも積んでいただいたり、自分の車で運ぶ荷物も車まで運んでいただき、とても助かりました。作業員の方にも丁寧な対応をしてもらい良かったです。,大分,大分,いつでも,4,4,4,4,5,5,20,3
401,2022-12-24,とにかく対応が良かったです。,5.0,荷積みの時間が遅くなり新幹線の時間に間に合わないかもと思い問い合わせたところ、応援を呼んでくださったので新幹線の時間にも間に合いました、ありがとうございます。荷積みの際、こちらで梱包に困っていたものをささっと梱包していただきとても助かりました。荷物を出した後の掃除なども、この部屋空きましたよとお教えくださり、スムーズに作業出来ました。作業中もこちらへの気配りを忘れず優しくしていただき、とても感謝しております。配送経路が雪で道を迂回せねばならず遅れるとの連絡をもう少し早くいただきたかったです。サービスで引越し後の家具移動のサービスも魅力的で使わせていただこうと思っています。訪問の際に持ってきていただいたお米もとてもうれしかったです。子どもたちと美味しく頂きました。値引き交渉にも応じてくださり、予想より安い値段で引っ越しができたのがとても良かったです。次引っ越しする時も、同じところに頼もうと思いました。,香川,熊本,いつでも,5,5,5,5,2,3,0,4
402,2022-12-24,作業は早かったが、開始時間が予定より遅かった,4.0,良かった点作業員さんはとても感じが良く手早かった。また委託されたエアコン取付業者さんもとても感じが良かった。悪かった点引っ越し開始時間がかなり遅れた。遅れると言う連絡はあったが、これから行きますと言う連絡はなく遅い時間にいきなり来た。また引っ越しの差額について経理から連絡するとの事だったが、連絡がなく、こちらから2回連絡した。,愛媛,愛媛,いつでも,4,4,4,4,8,6,20,5
380,2022-12-24,営業担当者が適当　作業員の対応は良い,4.0,【見積もり時の対応】こちらから引越し搬入時間午前中、引越し先到着時間は午後とお願いしたのに全くその通りになっていなかった。搬入まで全て午前中で終わるようになっていた。引越し3日前にかかってきた電話で気づき、時間を直してもらうよう言ったが、謝罪の言葉もなく「午前中に到着の計画になってます」の一言で午後は別の引越しが入っていると言われた。営業担当者が適当で、電話対応の方も態度が悪かった。【料金】最初の設定料金が高すぎるのか、割引を受けてもそれほど安くない。年末の繁忙期とはいえ３月の繁忙期と同じくらい高い。３月はもっと高くなると言われた。【作業内容】作業員は３人で、リーダーと、社員のような方1人と、アルバイトな感じの若者1人だった。リーダーともう1人はテキパキ動いてくださり良かったが、アルバイトのような方が、棚の持ち方が危なっかしかったり、ソファの組み立てがわからずこちらに聞きに来たのには驚いた。時間的には効率よく進めていただき満足。２歳の子供が走り回り迷惑をおかけしてしまったが、大丈夫ですよと笑顔で対応してもらった。最後の10分サービスで、家全部の窓にカーテンをつけて下さり感動。【全体的な評価】料金が普通〜高い設定であり、お客様サービスを謳っている会社ながら、担当者の客への対応に満足出来なかった。作業員の方の対応については満足。テレビCMのようなお客様満足度が高いのは作業員の対応だけ。【良かった点】見積もり訪問までの時間が早かった事。作業員の客への配慮や接し方が良かった。【気になった点】営業担当者がこちらの要望を聞いていたのか？聞いていなかったのか？忘れてしまったのか？分からないが時間設定を適当にされた事。引越し3日前に確認の電話をしてきた方の対応が悪かった。,新潟,新潟,午前,3,3,5,5,8,5,30,5
404,2022-12-24,丁寧でしっかり作業してくださった,5.0,テキパキと作業して搬出から搬入まで数時間で終わった。4階という立地でかなり大変だったと思うが、頑張って作業してくれた。作業後もなにか手伝えることはありますか？と気にかけてくれるところもかなり良かった。ただ、洗濯機は排水ホースに繋がずに設置してたため、危うく排水が脱衣所に漏れるとろだった。,沖縄,沖縄,いつでも,5,5,5,5,8,8,30,5
411,2022-12-23,,3.75,作業員の対応は良かったが、営業担当の説明や、事務所窓口と各作業員（引越業者、電気業者）との話の連携が取れていなくて、最悪だった。真冬なのに、引越数日前にエアコンを外して、引越当日にエアコンが設置できないなんてあり得ない。洗濯機も当日外して、後日設置なんてあり得ない。結局、エアコンも洗濯機も買い替えることになった。もし、次の機会があっても絶対に頼まない。,千葉,千葉,いつでも,3,4,4,4,2,5,50,6
415,2022-12-22,,4.5,【良かった点】zoomでの、見積もり対応で不安な所がありましたが、担当の方が優しい方で隅々まで確認して下さり助かりました。大きい荷物の、掃除機や扇風機を綺麗にダンボールに詰めて下さり、大変助かりました。積む際の時間も早くて助かりました。【気になった点】荷卸の際、予定時間より早目でこちらの都合もあり聞いていた時間通りにして貰いたかったです。折り返しの電話の際、一言目が「出た」と電話口で言われて、不快な気持ちになりました。,岐阜,神奈川,いつでも,5,5,4,4,2,1,10,5
421,2022-12-22,丁寧な対応で動きもテキパキして好感がもてました,4.0,前回の引っ越しでは、婚礼家具を壊されてしまい修理はしていただきましたが修理後の対応もあまりいいものではありませんでした。が、当方も引っ越し期限が迫っていた事と見積のタイミングが良かった為、同じ引っ越し会社となりました。今回の担当者さんはとても丁寧で無駄がなくテキパキと仕事してくださりまた引っ越しの際は、担当者指名したいくらい好感がもてました。,千葉,千葉,いつでも,4,4,4,4,3,4,10,6
412,2022-12-21,とても、親切にプラン内容を説明してくださりました。,4.5,この度、引っ越しの作業を迅速にしてくださりありがとうございました。見積でも無理言って少しでも費用を抑えてくださりとても助かりました。引っ越し作業中でも姪っ子が関わっているなかでも、明るくフレンドリーに接して下さりありがとうございました。次、機会がありましたらまたその際はよろしくお願いいたします。,青森,青森,いつでも,5,3,5,5,4,5,8,4
413,2022-12-18,良かった。,4.0,連携も素晴らしく、サカイ引越センターさんにお願いして良かったと思いました。ただ、家具の裏のカビの拭き取りの際に使う「エアークリーン」というスプレー9800円と、冷蔵庫の下に敷くマット5500円を勧められ、買ってしまい、安くしてもらっても、結局それなりにかかってしまいました…。引っ越しのバタバタの最中に勧められ、思わず買ってしまい、マットに関しては、新築でもないし、必要なかったかなぁと、後で思いました。エアークリーンに関しては、入居した古い団地のお風呂がカビ臭く、消臭スプレーとして使用しているので、買って良かったと思っています。ただ、類似品を、もっと安く購入できるのではないかなぁとも思っています。サカイ引越センターさんは、私自身２回目の利用で、家族にも勧め、お世話になっていますが、作業員の方に商品を勧められたのは初めてで、作業員にも営業をさせるようになったのだと、ちょっとビックリしました。,東京,東京,いつでも,4,4,4,4,3,9,50,10
407,2022-12-18,元気があって、好印象だった,5.0,【見積もり時の対応】親身になって、とても良い対応。【料金】予算削減になった。【作業内容】荷物の取り扱いが丁寧。【全体的な評価】作業全体がスムーズで輸送の遅延もなく(悪天候)信頼できる。【良かった点】悪天候のため、到着時間が遅れるかもと連絡があったのは大変よい対応でした。【気になった点】特になし,長崎,山口,いつでも,5,5,5,5,6,0,0,1
416,2022-12-18,見積もりの方が親切だった,4.75,引越し業者に依頼するとかなりの出費になると思っていました。少し前に会社の先輩の娘さんが転勤で引越しのサカイさんにお願いしたと聞いていたのでもし依頼するならサカイさんにお願いするつもりでした。ネットで調べて何となく押してみるとすぐ連絡がきました。見積もりにすぐ来て下さり、段ボールや布団袋、ガムテープまで置いて行って下さいました。段ボールは持ちやすい大きさですごく助かりました。布団袋もとても使いやすかったです。引越しに、必要なことが書いた冊子も頂きいろいろ勉強しました。大きな荷物だけお願いして見積もりを取ってもらいました。引越し当日は若いお二人だったので大丈夫かな？と思ったのですが慣れていて素早く婚礼ダンスも分解して運んで下さいました。分解出来ると思ってなかったのでクレーンで吊り下げるのかな？と想像していたのでびっくりしました。今回は3階だったので大型家具や電化製品だけを依頼したのですが実際引越しに何日も費やしてしまったのでお金は少々高額でも全部お任せすれば良かったと思いました。また次引っ越す機会があれば全部お任せしようと思いました。,鹿児島,鹿児島,いつでも,5,5,4,5,6,2,0,3
417,2022-12-18,誠実に丁寧に行って下さった。女性が活躍されていた。,3.5,コロナの影響で開始が夕方となり、当初の金額から1万円割り引いて下さいました。それでもネット配線、旧宅の清掃など予定が変わってしまったことによる時間的、体力的な問題や別料金の発生など思わぬ負担がありました。作業の方々は、大変な中を誠実に丁寧に終始優しくご対応下さいました。段ボールは、営業の方が50は必要と見積もって下さいました。そんなに必要?と思いましたが、結果、全部使用しました。段ボールの引き取りは確認しなかったので、年末年始でゴミに出せず段ボールと共に年越しでした。新年開けたらダメ元で引き取りの相談をしてみようとは思っています。コロナの影響を見越して（遠方への引っ越しでしたら無理だと思いますが）旧宅の契約終了日、電気・ガス・水道の終了日も少し延長しておくべきでした。コロナのことでイレギュラーとなったことは致し方ありません。大変な中をたくさんの荷物、大きな絵画も丁寧に運んで下さいました。,東京,東京,いつでも,4,4,4,2,13,8,20,9
418,2022-12-18,全部が丁寧で迅速でした。,4.5,3社に見積りを出してもらって最大3万円の差額があったので一番安く見積もりを出してくれたサカイ引っ越しセンターにお願いしました。作業員の方達は言動も行動も丁寧かつ迅速でした。ダンボールも50枚まで無料でもらえて引き取りも一回目は無料で引き取ってくれるので助かります。当日多少荷物がふえたのですが追加料金もなく低予算で引っ越しが出来て良かったです。,北海道,北海道,いつでも,4,4,5,5,5,4,30,5
405,2022-12-18,以前利用していたので、安心感はありました。,4.0,今回は予算が厳しく3万円以内で引越ししたいと強く希望していました。今回最初にご連絡下さったのがサカイさんでしたので、とりあえず話を聞くために訪問見積もりをお願いしました。この時期に予算内はどこの業者さんでも厳しいと言われましたが、今回限り大型家具家電のみ、日曜日の午後便で特別金額にしてくださいました。当日は時間が読めず、おおよその時間連絡も無かったので心配になりましたが、来てくれた作業員さんは一生懸命素早くかつ丁寧に作業してくださりました。小物類は自分で運びましたが、意外と荷物が多くなってしまい、3〜5往復くらいかかり、階段もきつかったので、次回は全部お任せしたいなと思いました。ありがとうございました。,茨城,茨城,いつでも,4,4,4,4,3,6,10,5
408,2022-12-17,挨拶が丁寧。責任者が後輩指導、配慮をしていた,4.0,敷地内が狭く、トラックが入るか不安だったがそれに合わせたトラックを用意し、臨機応変に対応してくれた予定外の荷物があっても料金の値上げがなかった雨天も心配だったが、配慮してくれた引っ越しの家具がホコリを被っていると、確認して拭いてくれた,鹿児島,鹿児島,いつでも,4,4,4,4,4,4,0,3
394,2022-12-16,いつもテキパキしていていいと思います。,3.5,見積もりは最低2社必要だと感じました。一社だけの見積もりでは、実際の金額の2倍を出して来ました。ただ実際は、大物の家具の出し入れなど大変なことも多々ある為、安いだけを追求するのはどうかと思い、妥当なところで決めました。,東京,東京,午前,4,3,4,3,4,5,40,10
398,2022-12-11,作業員の礼儀も良くとても好印象だった。,4.5,荷造りサービスがあり（有料）、引っ越しまで毎日仕事で子供も小さいので、荷造りを手伝ってもらえて大変助かった。市営住宅住まいで、退去時に自費で取り付けたインターフォンやウォシュレットなども取り外しをしてもらえて、電器屋に頼むより安くでできてよかった。,鹿児島,鹿児島,午前,4,4,5,5,13,7,50,5
458,2022-11-30,凄く早くて思ったより早く終わりました。,3.75,引越し業者さんが引越し先から近かったので安くして貰えたので良かったです。ただ、不用品などの粗大ゴミを引き取って貰えなかったので粗大ゴミの処理に時間がかかって大変でした。引き取って貰うのにかなりの金額になるとの事だったので少しでも安くして貰えると助かるのにと思いました。,福岡,福岡,いつでも,4,4,3,4,1,5,0,7
449,2022-11-30,応対作業含めてスムーズに進みました,4.25,・良かった点　応対が良かった。・悪かった点　引越し荷物のダンボール箱を、ナンバリングしないで運び出した事　引越し時にバラしたテーブルの部品管理が不十分であり、結果組み立てボルト紛失となり、テーブル組み立てが出来なかった。,岡山,三重,いつでも,4,5,4,4,1,0,30,5
443,2022-11-30,CMも沢山流しているので信頼度は高いです。,5.0,以前にもお世話になりました、サカイさんに今回もお願いしましたが、訪問見積りがまず有難いです。その他、当初の引っ越し予定日を急遽変更のお願いにも迅速に対応して頂き、引っ越し当日も、作業がスピーディーで無駄のない動き、おかげさまで荷解きからスムーズに行えました。また機会があれば、サカイさんにお願いしたいと思っております。この度はありがとうございました。,青森,青森,いつでも,5,5,5,5,1,0,0,4
435,2022-11-30,大手で安心感がありました。,4.5,料金は想定していたものより安く、大手でこの料金はすごいと思いました。以前利用したことがあるので、リピート割があったからかもしれません。見積もりから契約まではスムーズに行ったのですが、資材の受け渡しや料金の支払いなどで、見積もりをして下さった営業担当の方に電話をかけた際に、折り返しが数日間無かったり、対応が軽い感じがしたため、少し印象が悪くなってしまったことが残念でした。契約後も変わらずに誠意ある対応していただけると、リピートしたり、他の人に紹介したりできるのにと思いました。,広島,山口,いつでも,5,4,5,4,5,4,20,5
450,2022-11-30,昔からCMでよく聞くし、周りの評判も良い,4.25,非常に手際良く作業をして頂き、予定よりも早く搬出して頂けた。搬入に関しては家の前の道が狭く少し離れた場所からの搬入になってしまい、次の案件の時間に間に合わなくなるとの事でしたが応援の人員を急遽手配されスムーズに作業して頂けたと思います。大変な状況だったと思いますが最後まで対応良く満足してます。,兵庫,兵庫,いつでも,4,4,4,5,4,7,40,7
439,2022-11-29,全国区の信頼できる会社,4.5,全体的に高評価だが、どの会社にもいえることですが、引っ越し中の荷物の破損について、途中でトラブルとその後の作業にも影響が出るかもと言いにくい面もあり、会社的になにかあったらどんな小さな事でも作業者が責任を負うような形にしないでほしいですし、こちらが言いやすい環境の整備や保証の説明をしてほしいと思いました。,大阪,大阪,いつでも,5,5,4,4,6,6,30,6
430,2022-11-29,電話も現場も対応がよかった。,4.5,どこよりも安く、2日かけての引越しのプランも子供がいるためとても助かりました。予想以上に荷物も運んでくれ本当に助かりました。ガムテープの資材が足りず引越しプランが安かったのでよかったですが、忙しく買いに行くのも中々寂しかった為多めに置いて行ってくれていたら助かったなーと思いました。,神奈川,千葉,いつでも,4,4,5,5,2,1,20,4
457,2022-11-29,やはり大手だけに、安心できた,4.25,契約した営業さんと交渉の時のやってやった感がちょっとしんどかった。作業員の対応がにこやかで素晴らしいものだった。最初の見積もりメールでは安かったのに蓋開けてみたらどんどん高くなっていくので絶対に他社といくつか比較すべき。,大阪,大阪,いつでも,4,3,5,5,2,4,15,10
454,2022-11-28,印象はとても良い業者さんでした,3.75,今回、九州から関東までの引っ越しでした。見積もりに来られた方は本当に良い方で、引っ越しも楽しみでした。しかし、荷造りに来られた女性の方(私より10〜20歳年上？)かなり最悪でした。小さな声でぼそぼそ喋り、小物は小さな物を無造作にダンボールにぽん、と投げ入れる。入れなくて良いと言ったものは入れ、その為いらない物は持って行かれ、逆に居るものは何個も置いて行かれ。荷造り中にお手洗いを借りたいと。うちは中学生と保育園の子がおり、保育園の子がトイレのドアノブを壊してしまっていたのでそれをお伝えした所、「子供さん、トイレ覗きませんでしたか？」と何度も。中学生の息子が母よりかなり年齢も高いぼそぼそ喋る方のトイレを覗くか。息子は自分の部屋で作業してたわ。残されたあっちのライトや家具は捨てるしかなく、逆にこっちに持って来られたいらない物も捨てるしかない。お見積りの方、荷物運び出しの方は本当に良い方々だっただけに非常に残念です。,鹿児島,埼玉,いつでも,4,5,1,5,9,8,20,2
426,2022-11-28,対応も丁寧で、実際の引っ越し時も、素早く丁寧でした,5.0,車の陸送もお願いしました。予定より1日早く受け取りできました。対応も大変良く、作業も素早く申し分なかったです。欲を言えば、もう少し価格が下がれば嬉しかったです。クレジットカードが使えたのは良かったです。,青森,愛媛,いつでも,5,5,5,5,3,3,8,4
453,2022-11-28,テキパキと運んでくれた,3.5,価格はもう少し抑えたかったですが他社の見積もりよりも安いしてくれました。対面での見積もりは初めてでしたが、金額の相談、引っ越し時の疑問点など丁寧に対応していただきました。お米もいただきました。見積もり時に契約したのですが、その際に段ボールもいただけて引っ越しの準備がスムーズに進みました。引っ越し当日は、到着前に連絡もいただきました。対応も良くテキパキと動いてくれたのですが、部屋から玄関に運んだ段ボールが崩れ落ちてしまいました。（段差があり台車が落ちたため）音もしたし、私も見えていたのですが、謝罪とかもなく作業を続けられました。全体的によかったのですがそこだけが少し不満です。,大阪,岡山,いつでも,3,4,3,4,2,3,20,8
425,2022-11-28,作業も早く、一生懸命に対応して頂きました。,4.0,良かった点・金額が思ったよりも安くコストパフォーマンスが　良かった。・作業がスムーズで、動作もテキパキしており、　予想していた時間よりも早く終わった。・作業中も、確認の声をかけてもらいながら　真摯に対応して頂いたので、安心感がありました。・事前サービスのダンボール10箱とガムテープ、布団袋は非常に役にたって良かった。気になった点・支払いが現金でカード払いは事前手続きが必要で　利用出来なかった。・見積もりの返事も当日中しか猶予をもらえなかったので、他社の見積もりを全て比較検討することが出来なかった。・引越しも荷受けも開始時間が当日変更になった。・荷下ろしの個数チェックが無かったので、荷受け漏れの不安が残った。・荷下ろし後の10分作業はトラックを長時間止める場所では無かったので、気が引けて利用出来なかった。,大分,熊本,いつでも,4,4,4,4,3,2,10,5
