,投稿日,社名,業種,職種,従業員規模,立場,総合評価点,機能への満足,使いやすさ,サポート品質,価格
888,2022/06/04,非公開,コンサル・会計・法律関連,専門職（会計関連）,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,3,3
889,2022/06/03,非公開,金融・証券・保険,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,3
890,2022/06/03,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,10名以上50名未満,ユーザー（利用者）,5,5,5,4,1
891,2022/06/03,非公開,不動産,一般事務,50名以上100名未満,ユーザー（利用者）,5,5,5,3,3
892,2022/06/02,非公開,その他,営業・販売,500名以上750名未満,ユーザー（利用者）,4,4,5,3,5
893,2022/06/02,非公開,金融・証券・保険,営業・販売,"1,000名以上5,000名未満",ビジネスパートナー（販売代理店など）,4,4,4,4,4
894,2022/06/02,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
895,2022/06/01,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,4,4,3,4,4
896,2022/06/01,非公開,医療,一般事務,50名以上100名未満,ユーザー（利用者）,4,4,5,4,4
897,2022/05/31,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,500名以上750名未満,ユーザー（利用者）,4,4,4,5,4
898,2022/05/24,非公開,卸売・小売業・商業（商社含む）,営業・販売,10名以上50名未満,ユーザー（利用者）,2,3,3,4,3
899,2022/05/19,非公開,人材サービス,営業・販売,250名以上500名未満,ユーザー（利用者）,5,4,5,3,4
900,2022/05/19,非公開,その他,その他,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
901,2022/05/18,非公開,放送・広告・出版・マスコミ,営業・販売,10名以上50名未満,ユーザー（利用者）,5,5,5,4,4
902,2022/05/17,非公開,建設,営業・販売,100名以上250名未満,ユーザー（利用者）,5,4,4,5,5
903,2022/05/16,非公開,通信サービス,財務・経理,"5,000名以上",ユーザー（利用者）,5,4,4,4,5
904,2022/05/12,非公開,人材サービス,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,5,4,4,3
905,2022/05/10,非公開,自動車、輸送機器,総務・人事,250名以上500名未満,ユーザー（利用者）,4,4,4,3,3
906,2022/05/10,非公開,放送・広告・出版・マスコミ,広報・宣伝,100名以上250名未満,ユーザー（利用者）,5,5,5,5,5
907,2022/05/09,非公開,通信サービス,営業・販売,10名以上50名未満,ユーザー（利用者）,5,5,5,3,3
908,2022/05/09,非公開,機械、重電,配送・物流,"750名以上1,000名未満",ユーザー（利用者）,3,3,3,3,3
909,2022/05/09,非公開,飲食店・宿泊,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,5,3,3
910,2022/05/08,非公開,卸売・小売業・商業（商社含む）,一般事務,50名以上100名未満,ユーザー（利用者）,3,3,2,2,3
911,2022/05/08,非公開,人材サービス,一般事務,"5,000名以上",ユーザー（利用者）,5,4,4,3,4
912,2022/05/08,非公開,その他,その他,"5,000名以上",ユーザー（利用者）,4,4,4,4,3
913,2022/05/07,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
914,2022/05/07,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,250名以上500名未満,ユーザー（利用者）,4,4,4,1,4
915,2022/05/07,非公開,電気、電子機器,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,3,3
916,2022/05/07,非公開,その他製造,営業・販売,100名以上250名未満,ユーザー（利用者）,5,5,5,3,3
917,2022/05/07,非公開,通信サービス,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,2,2,2,1,3
918,2022/05/06,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,500名以上750名未満,ユーザー（利用者）,4,4,5,4,4
919,2022/05/06,非公開,不動産,営業・販売,50名以上100名未満,ユーザー（利用者）,4,3,4,3,3
920,2022/05/06,非公開,その他,その他,250名以上500名未満,ユーザー（利用者）,5,5,5,5,5
921,2022/05/06,非公開,人材サービス,営業・販売,"5,000名以上",ユーザー（利用者）,3,2,2,3,4
922,2022/05/05,非公開,建設,専門職（建築・土木関連）,50名以上100名未満,ユーザー（利用者）,2,2,2,3,2
923,2022/05/05,非公開,自動車、輸送機器,技術・設計,100名以上250名未満,ユーザー（利用者）,4,4,4,3,4
924,2022/05/05,非公開,自動車、輸送機器,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,2,3
925,2022/05/05,非公開,金融・証券・保険,営業・販売,"5,000名以上",ユーザー（利用者）,5,5,5,5,3
926,2022/05/05,非公開,その他,財務・経理,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,3,5,3
927,2022/05/05,非公開,卸売・小売業・商業（商社含む）,営業・販売,250名以上500名未満,ユーザー（利用者）,4,5,4,5,4
928,2022/05/04,非公開,放送・広告・出版・マスコミ,編集・編成・制作,50名以上100名未満,ユーザー（利用者）,5,5,3,5,4
929,2022/05/04,非公開,卸売・小売業・商業（商社含む）,その他,500名以上750名未満,ユーザー（利用者）,4,4,5,3,4
930,2022/05/04,非公開,金融・証券・保険,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
931,2022/05/03,非公開,金融・証券・保険,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,5,3,3
932,2022/05/03,非公開,放送・広告・出版・マスコミ,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,3,3
933,2022/05/03,非公開,電気、電子機器,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,4,4,5,4,3
934,2022/05/03,非公開,その他製造,一般事務,50名以上100名未満,ユーザー（利用者）,3,3,3,3,3
935,2022/05/03,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,3,3
936,2022/05/02,非公開,金融・証券・保険,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,4,1
937,2022/05/02,非公開,金融・証券・保険,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,4,4
938,2022/05/02,非公開,機械、重電,生産・製造,500名以上750名未満,ユーザー（利用者）,4,3,3,3,4
939,2022/05/01,非公開,コンサル・会計・法律関連,一般事務,10名以上50名未満,ユーザー（利用者）,4,4,5,4,4
940,2022/05/01,非公開,卸売・小売業・商業（商社含む）,営業・販売,10名以上50名未満,ユーザー（利用者）,3,3,4,2,2
941,2022/04/27,非公開,コンサル・会計・法律関連,経営者・役員,10名未満,ユーザー（利用者）,5,5,5,4,4
942,2022/04/26,非公開,建設,一般事務,100名以上250名未満,ユーザー（利用者）,4,4,5,4,4
943,2022/04/22,非公開,不動産,一般事務,"5,000名以上",ユーザー（利用者）,5,5,5,4,3
944,2022/04/21,非公開,運輸,財務・経理,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
945,2022/04/21,非公開,卸売・小売業・商業（商社含む）,広報・宣伝,10名以上50名未満,ユーザー（利用者）,4,4,4,2,3
946,2022/04/21,非公開,卸売・小売業・商業（商社含む）,総務・人事,100名以上250名未満,ユーザー（利用者）,4,4,4,3,4
947,2022/04/20,非公開,医療,技術・設計,100名以上250名未満,ユーザー（利用者）,3,3,3,3,3
948,2022/04/19,非公開,人材サービス,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,3,3,3
949,2022/04/19,非公開,人材サービス,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,3,4,4,3
950,2022/04/19,株式会社パソナ,人材サービス,営業・販売,"5,000名以上",ユーザー（利用者）,5,4,4,4,3
951,2022/04/19,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,500名以上750名未満,ユーザー（利用者）,5,4,4,1,1
952,2022/04/19,非公開,電気、電子機器,総務・人事,50名以上100名未満,IT管理者,3,3,3,4,4
953,2022/04/19,非公開,電気、電子機器,財務・経理,500名以上750名未満,ユーザー（利用者）,4,3,4,3,5
954,2022/04/19,非公開,その他,研究・開発,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,2,2
955,2022/04/19,非公開,飲食店・宿泊,広報・宣伝,250名以上500名未満,ユーザー（利用者）,5,4,3,4,4
956,2022/04/19,非公開,食品、医薬、化粧品,その他,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,3,2
957,2022/04/18,非公開,不動産,一般事務,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
958,2022/04/16,非公開,金融・証券・保険,その他,250名以上500名未満,ユーザー（利用者）,4,5,5,4,5
959,2022/04/14,非公開,その他,技術・設計,250名以上500名未満,ユーザー（利用者）,3,3,3,3,3
960,2022/04/10,非公開,情報処理、ＳＩ、ソフトウェア,総務・人事,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
961,2022/04/10,非公開,その他製造,一般事務,"5,000名以上",ユーザー（利用者）,4,3,3,3,4
962,2022/04/10,非公開,卸売・小売業・商業（商社含む）,財務・経理,250名以上500名未満,ユーザー（利用者）,5,5,5,5,5
963,2022/04/10,非公開,卸売・小売業・商業（商社含む）,一般事務,"750名以上1,000名未満",ユーザー（利用者）,3,3,4,4,4
964,2022/04/10,非公開,コンサル・会計・法律関連,企画・調査・マーケティング,10名以上50名未満,ユーザー（利用者）,3,4,3,3,3
965,2022/04/09,非公開,卸売・小売業・商業（商社含む）,総務・人事,"1,000名以上5,000名未満",ユーザー（利用者）,4,3,3,4,4
966,2022/04/09,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"1,000名以上5,000名未満",ユーザー（利用者）,4,3,5,3,3
967,2022/04/09,非公開,食品、医薬、化粧品,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,4,5
968,2022/04/08,非公開,飲食店・宿泊,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,3
969,2022/04/07,非公開,卸売・小売業・商業（商社含む）,営業・販売,"5,000名以上",ユーザー（利用者）,4,5,5,5,5
970,2022/04/07,非公開,卸売・小売業・商業（商社含む）,生産・製造,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,3,3
971,2022/04/07,非公開,不動産,広報・宣伝,250名以上500名未満,ユーザー（利用者）,3,3,3,1,5
972,2022/04/07,非公開,機械、重電,情報処理・情報システム,250名以上500名未満,IT管理者,4,4,4,4,3
973,2022/04/07,非公開,不動産,企画・調査・マーケティング,100名以上250名未満,ユーザー（利用者）,4,3,3,3,3
974,2022/04/06,非公開,情報処理、ＳＩ、ソフトウェア,技術・設計,100名以上250名未満,ユーザー（利用者）,4,4,3,4,3
975,2022/04/06,非公開,放送・広告・出版・マスコミ,資材・購買,100名以上250名未満,ユーザー（利用者）,4,4,4,5,5
976,2022/04/06,非公開,情報処理、ＳＩ、ソフトウェア,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
977,2022/04/06,非公開,建設,技術・設計,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,3,2
978,2022/04/05,非公開,医療,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,5,4,4
979,2022/04/05,非公開,不動産,一般事務,50名以上100名未満,ユーザー（利用者）,3,3,3,3,3
980,2022/04/05,非公開,自動車、輸送機器,技術・設計,100名以上250名未満,ユーザー（利用者）,5,5,4,5,5
981,2022/04/05,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,3,4
982,2022/04/05,非公開,食品、医薬、化粧品,情報処理・情報システム,"1,000名以上5,000名未満",IT管理者,4,4,4,2,4
983,2022/04/05,非公開,その他製造,営業・販売,10名未満,ユーザー（利用者）,5,4,4,4,5
984,2022/04/04,非公開,建設,経営企画,50名以上100名未満,導入決定者,5,5,4,4,5
985,2022/04/04,非公開,放送・広告・出版・マスコミ,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,4,4
986,2022/04/04,非公開,人材サービス,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,4,4
987,2022/04/04,非公開,その他,営業・販売,250名以上500名未満,ユーザー（利用者）,5,5,5,5,5
988,2022/04/04,非公開,不動産,一般事務,50名以上100名未満,ユーザー（利用者）,5,5,4,5,5
989,2022/04/04,非公開,建設,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,3,3
990,2022/04/03,非公開,その他製造,研究・開発,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,2,3,3
991,2022/04/03,非公開,その他製造,一般事務,500名以上750名未満,ユーザー（利用者）,4,4,4,3,4
992,2022/04/03,非公開,食品、医薬、化粧品,情報処理・情報システム,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,3,3,4
993,2022/04/02,非公開,卸売・小売業・商業（商社含む）,財務・経理,50名以上100名未満,IT管理者,5,4,5,4,5
994,2022/04/02,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,250名以上500名未満,ユーザー（利用者）,5,5,5,4,5
995,2022/04/02,非公開,卸売・小売業・商業（商社含む）,営業・販売,50名以上100名未満,ユーザー（利用者）,5,5,5,4,4
996,2022/04/01,非公開,その他,広報・宣伝,50名以上100名未満,ユーザー（利用者）,4,4,4,3,3
997,2022/04/01,非公開,食品、医薬、化粧品,生産・製造,250名以上500名未満,ユーザー（利用者）,4,4,4,3,3
998,2022/04/01,非公開,卸売・小売業・商業（商社含む）,総務・人事,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,5,4,4
999,2022/04/01,非公開,医療,営業・販売,50名以上100名未満,ユーザー（利用者）,5,4,3,3,3
1000,2022/03/31,非公開,食品、医薬、化粧品,配送・物流,10名以上50名未満,ユーザー（利用者）,3,4,4,3,3
1001,2022/03/31,非公開,その他,情報処理・情報システム,250名以上500名未満,IT管理者,5,5,5,5,5
1002,2022/03/27,非公開,不動産,一般事務,"750名以上1,000名未満",ユーザー（利用者）,5,5,5,1,1
1003,2022/03/26,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,3,3,2,5,3
1004,2022/03/25,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,250名以上500名未満,ユーザー（利用者）,4,4,3,3,4
1005,2022/03/25,非公開,コンサル・会計・法律関連,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,3,3,3,3,3
1006,2022/03/25,非公開,卸売・小売業・商業（商社含む）,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,3,4
1007,2022/03/23,非公開,食品、医薬、化粧品,総務・人事,"5,000名以上",ユーザー（利用者）,3,4,4,3,3
1008,2022/03/23,非公開,卸売・小売業・商業（商社含む）,営業・販売,50名以上100名未満,ユーザー（利用者）,3,3,3,3,3
1009,2022/03/23,非公開,建設,財務・経理,100名以上250名未満,導入決定者,4,4,4,4,5
1010,2022/03/23,非公開,その他製造,財務・経理,500名以上750名未満,導入決定者,4,4,3,3,4
1011,2022/03/21,非公開,通信サービス,財務・経理,50名以上100名未満,ユーザー（利用者）,3,4,3,2,4
1012,2022/03/20,非公開,金融・証券・保険,営業・販売,"5,000名以上",ユーザー（利用者）,5,5,5,5,5
1013,2022/03/19,非公開,その他,その他,100名以上250名未満,ユーザー（利用者）,5,3,3,5,4
1014,2022/03/18,非公開,卸売・小売業・商業（商社含む）,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,3,3
1015,2022/03/17,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,4,4,3,3,3
1016,2022/03/15,非公開,食品、医薬、化粧品,研究・開発,"750名以上1,000名未満",ユーザー（利用者）,1,1,1,3,3
1017,2022/03/15,非公開,人材サービス,総務・人事,500名以上750名未満,ユーザー（利用者）,4,4,4,3,4
1018,2022/03/15,非公開,建設,財務・経理,50名以上100名未満,導入決定者,4,4,4,4,4
1019,2022/03/15,非公開,建設,経営者・役員,50名以上100名未満,ユーザー（利用者）,3,3,3,3,3
1020,2022/03/15,非公開,素材,財務・経理,100名以上250名未満,導入決定者,5,5,5,5,5
1021,2022/03/15,非公開,電気、電子機器,企画・調査・マーケティング,50名以上100名未満,ユーザー（利用者）,4,3,4,2,3
1022,2022/03/15,非公開,介護・福祉,その他,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,3,3
1023,2022/03/15,非公開,人材サービス,営業・販売,100名以上250名未満,ユーザー（利用者）,4,4,3,3,3
1024,2022/03/14,非公開,卸売・小売業・商業（商社含む）,営業・販売,100名以上250名未満,ユーザー（利用者）,5,5,5,5,4
1025,2022/03/14,非公開,医療,営業・販売,100名以上250名未満,ユーザー（利用者）,5,4,5,4,4
1026,2022/03/14,非公開,その他,財務・経理,250名以上500名未満,ユーザー（利用者）,5,4,5,4,5
1027,2022/03/14,非公開,その他,経営企画,10名以上50名未満,IT管理者,4,4,5,3,3
1028,2022/03/14,株式会社ワイ・ディ・シー,情報処理、ＳＩ、ソフトウェア,営業・販売,250名以上500名未満,ユーザー（利用者）,5,5,5,4,5
1029,2022/03/14,非公開,建設,財務・経理,10名以上50名未満,ユーザー（利用者）,5,4,4,5,5
1030,2022/03/14,非公開,放送・広告・出版・マスコミ,財務・経理,500名以上750名未満,IT管理者,4,4,4,3,4
1031,2022/03/14,非公開,その他,財務・経理,100名以上250名未満,導入決定者,4,3,3,3,3
1032,2022/03/14,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"750名以上1,000名未満",ユーザー（利用者）,4,4,4,4,4
1033,2022/03/14,非公開,食品、医薬、化粧品,財務・経理,100名以上250名未満,ユーザー（利用者）,5,5,5,5,4
1034,2022/03/14,非公開,卸売・小売業・商業（商社含む）,財務・経理,250名以上500名未満,導入決定者,4,3,3,3,5
1035,2022/03/14,非公開,機械、重電,生産・製造,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
1036,2022/03/14,非公開,建設,情報処理・情報システム,250名以上500名未満,導入決定者,4,3,4,3,3
1037,2022/03/14,非公開,放送・広告・出版・マスコミ,財務・経理,50名以上100名未満,IT管理者,5,4,4,3,3
1038,2022/03/14,非公開,教育・教育学習支援関係,総務・人事,250名以上500名未満,IT管理者,4,4,4,3,4
1039,2022/03/14,非公開,運輸,総務・人事,10名以上50名未満,IT管理者,4,3,4,5,5
1040,2022/03/14,非公開,卸売・小売業・商業（商社含む）,財務・経理,10名以上50名未満,ユーザー（利用者）,4,4,5,4,4
1041,2022/03/14,非公開,電気、電子機器,情報処理・情報システム,100名以上250名未満,導入決定者,4,4,4,4,4
1042,2022/03/14,非公開,卸売・小売業・商業（商社含む）,財務・経理,100名以上250名未満,導入決定者,5,4,5,4,5
1043,2022/03/14,社会福祉法人兵庫県社会福祉協議会,介護・福祉,総務・人事,100名以上250名未満,IT管理者,5,5,5,5,5
1044,2022/03/14,非公開,その他,財務・経理,50名以上100名未満,ユーザー（利用者）,4,4,3,3,4
1045,2022/03/14,非公開,その他,一般事務,10名以上50名未満,IT管理者,3,3,3,3,4
1046,2022/03/14,非公開,通信サービス,財務・経理,10名未満,導入決定者,5,5,5,2,3
1047,2022/03/14,非公開,人材サービス,営業・販売,100名以上250名未満,ユーザー（利用者）,5,4,5,5,4
1048,2022/03/14,非公開,電気、電子機器,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,3,3,3,3
1049,2022/03/14,非公開,その他,経営企画,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,4,3
1050,2022/03/14,非公開,建設,営業・販売,250名以上500名未満,ユーザー（利用者）,3,3,3,3,3
1051,2022/03/14,非公開,その他,その他,10名以上50名未満,ユーザー（利用者）,4,3,3,3,3
1052,2022/03/14,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,50名以上100名未満,ユーザー（利用者）,4,4,4,4,3
1053,2022/03/14,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,100名以上250名未満,ユーザー（利用者）,4,4,4,4,4
1054,2022/03/13,非公開,放送・広告・出版・マスコミ,営業・販売,250名以上500名未満,ユーザー（利用者）,4,4,4,3,3
1055,2022/03/13,非公開,人材サービス,営業・販売,10名以上50名未満,ユーザー（利用者）,4,4,5,4,3
1056,2022/03/12,非公開,食品、医薬、化粧品,研究・開発,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,4,5
1057,2022/03/12,非公開,建設,一般事務,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1058,2022/03/11,非公開,飲食店・宿泊,広報・宣伝,250名以上500名未満,ユーザー（利用者）,5,5,5,5,3
1059,2022/03/11,非公開,不動産,専門職（建築・土木関連）,500名以上750名未満,ユーザー（利用者）,4,5,5,3,3
1060,2022/03/11,非公開,食品、医薬、化粧品,営業・販売,500名以上750名未満,ユーザー（利用者）,3,4,2,4,3
1061,2022/03/11,非公開,電気、電子機器,財務・経理,"5,000名以上",ユーザー（利用者）,4,5,4,3,4
1062,2022/03/11,非公開,通信サービス,情報処理・情報システム,"750名以上1,000名未満",ユーザー（利用者）,4,4,4,5,3
1063,2022/03/11,非公開,食品、医薬、化粧品,企画・調査・マーケティング,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,2,3
1064,2022/03/11,非公開,その他製造,一般事務,250名以上500名未満,ユーザー（利用者）,4,3,4,4,1
1065,2022/03/10,非公開,素材,営業・販売,500名以上750名未満,ユーザー（利用者）,3,3,2,3,4
1066,2022/03/10,非公開,医療,専門職（医療関連）,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,3,3
1067,2022/03/10,非公開,その他製造,総務・人事,100名以上250名未満,ユーザー（利用者）,4,4,4,3,3
1068,2022/03/10,非公開,卸売・小売業・商業（商社含む）,営業・販売,"5,000名以上",ユーザー（利用者）,4,3,3,3,5
1069,2022/03/10,非公開,機械、重電,専門職（法律関連）,250名以上500名未満,ユーザー（利用者）,3,3,3,3,3
1070,2022/03/10,非公開,卸売・小売業・商業（商社含む）,営業・販売,"5,000名以上",ユーザー（利用者）,4,4,4,4,4
1071,2022/03/09,非公開,卸売・小売業・商業（商社含む）,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,2,2
1072,2022/03/09,非公開,情報処理、ＳＩ、ソフトウェア,総務・人事,250名以上500名未満,ユーザー（利用者）,4,5,5,4,5
1073,2022/03/09,非公開,素材,研究・開発,"1,000名以上5,000名未満",ユーザー（利用者）,3,4,4,3,3
1074,2022/03/09,非公開,電気、電子機器,技術・設計,500名以上750名未満,ユーザー（利用者）,3,4,3,3,3
1075,2022/03/09,非公開,情報処理、ＳＩ、ソフトウェア,財務・経理,250名以上500名未満,導入決定者,4,4,4,5,4
1076,2022/03/08,非公開,不動産,財務・経理,250名以上500名未満,導入決定者,5,4,4,4,4
1077,2022/03/08,非公開,飲食店・宿泊,営業・販売,250名以上500名未満,ユーザー（利用者）,5,5,5,3,3
1078,2022/03/07,非公開,不動産,財務・経理,"1,000名以上5,000名未満",ユーザー（利用者）,2,3,2,2,3
1079,2022/03/07,非公開,その他,財務・経理,100名以上250名未満,ユーザー（利用者）,3,3,4,3,3
1080,2022/03/07,非公開,人材サービス,営業・販売,500名以上750名未満,ユーザー（利用者）,5,5,5,5,5
1081,2022/03/06,非公開,食品、医薬、化粧品,生産・製造,500名以上750名未満,ユーザー（利用者）,3,4,2,3,3
1082,2022/03/06,非公開,その他製造,財務・経理,100名以上250名未満,導入決定者,5,4,4,5,4
1083,2022/03/06,非公開,その他製造,営業・販売,"750名以上1,000名未満",ユーザー（利用者）,5,5,5,5,5
1084,2022/03/06,非公開,飲食店・宿泊,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,4,5,4
1085,2022/03/06,非公開,食品、医薬、化粧品,企画・調査・マーケティング,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,3,3
1086,2022/03/06,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,"1,000名以上5,000名未満",ビジネスパートナー（販売代理店など）,5,5,5,5,5
1087,2022/03/06,非公開,建設,技術・設計,250名以上500名未満,ユーザー（利用者）,5,4,4,3,4
1088,2022/03/05,非公開,医療,財務・経理,10名以上50名未満,ユーザー（利用者）,4,4,4,4,3
1089,2022/03/05,非公開,通信サービス,情報処理・情報システム,"1,000名以上5,000名未満",導入決定者,4,4,4,4,4
1090,2022/03/04,非公開,エネルギー,一般事務,250名以上500名未満,ユーザー（利用者）,4,3,4,3,3
1091,2022/03/04,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,100名以上250名未満,ユーザー（利用者）,3,4,3,3,3
1092,2022/03/03,非公開,機械、重電,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1093,2022/03/03,非公開,機械、重電,営業・販売,100名以上250名未満,ユーザー（利用者）,4,4,5,3,3
1094,2022/03/03,非公開,卸売・小売業・商業（商社含む）,営業・販売,100名以上250名未満,ユーザー（利用者）,3,3,3,3,3
1095,2022/03/02,非公開,建設,専門職（建築・土木関連）,100名以上250名未満,ユーザー（利用者）,4,3,3,4,3
1096,2022/03/02,非公開,食品、医薬、化粧品,財務・経理,100名以上250名未満,ユーザー（利用者）,4,4,4,4,3
1097,2022/03/02,非公開,電気、電子機器,生産・製造,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,3
1098,2022/03/02,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,3,3
1099,2022/03/02,非公開,その他,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,3,3,3
1100,2022/03/02,非公開,機械、重電,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,3,3
1101,2022/03/02,非公開,卸売・小売業・商業（商社含む）,一般事務,100名以上250名未満,ユーザー（利用者）,5,5,5,5,5
1102,2022/03/02,非公開,その他,総務・人事,500名以上750名未満,ユーザー（利用者）,4,4,4,3,5
1103,2022/03/02,非公開,その他製造,営業・販売,50名以上100名未満,ユーザー（利用者）,5,4,4,4,4
1104,2022/03/01,非公開,不動産,その他,10名未満,ユーザー（利用者）,4,4,4,4,4
1105,2022/03/01,非公開,卸売・小売業・商業（商社含む）,技術・設計,10名以上50名未満,ユーザー（利用者）,5,5,5,3,3
1106,2022/03/01,非公開,医療,専門職（医療関連）,"5,000名以上",ユーザー（利用者）,5,5,5,5,5
1107,2022/02/28,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,500名以上750名未満,ユーザー（利用者）,5,4,4,4,4
1108,2022/02/28,非公開,自動車、輸送機器,技術・設計,"750名以上1,000名未満",ユーザー（利用者）,3,4,4,2,3
1109,2022/02/28,非公開,その他,編集・編成・制作,100名以上250名未満,ユーザー（利用者）,5,4,4,4,5
1110,2022/02/28,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,5,4,4,4,3
1111,2022/02/27,非公開,その他製造,財務・経理,100名以上250名未満,ユーザー（利用者）,4,4,5,3,4
1112,2022/02/27,非公開,人材サービス,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,3,3
1113,2022/02/27,非公開,通信サービス,編集・編成・制作,100名以上250名未満,ユーザー（利用者）,4,4,4,4,3
1114,2022/02/27,非公開,卸売・小売業・商業（商社含む）,研究・開発,50名以上100名未満,ユーザー（利用者）,3,3,4,3,3
1115,2022/02/27,非公開,公務員（教員を除く）,専門職（法律関連）,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1116,2022/02/27,非公開,その他製造,経営企画,100名以上250名未満,ユーザー（利用者）,3,3,2,4,3
1117,2022/02/27,非公開,介護・福祉,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,5,5,5
