at,score,content
2020-10-15 17:14:28,1,Remove
2020-10-15 03:18:14,5,5 estrellas
2020-10-13 16:52:58,1,I will not open up at all
2020-10-12 14:35:57,5,The best of the best
2020-10-09 10:58:21,1,This app used to be good until the update and new layout and design...now its terrible....
2020-10-07 21:30:44,5,Clear clean board upgrades really good
2020-10-07 01:17:04,5,Great lioad options
2020-10-04 14:00:29,3,"App keeps crashing since yesterday 10/3/20, is there an ongoing maintenance or what could be the reason for that? It would just open for couple of seconds and close right back again. I'm using an Android phone."
2020-10-04 03:11:04,5,Easy to use
2020-10-04 02:22:45,5,"Love being able to plan out my route, see prices and search all areas!! Very easy to book loads."
2020-10-03 03:58:15,5,Excellent communication tool and great company!
2020-10-02 18:11:19,5,Great service
2020-09-28 21:35:33,5,The bestia
2020-09-28 19:09:35,5,Works as it should. No issues.
2020-09-26 04:08:18,4,They're very easy going
2020-09-26 00:36:05,5,Love it
2020-09-24 00:12:55,5,Great load choices. Can set yourself round trip route. Great rates and very convenient.
2020-09-23 15:48:59,5,Super good.
2020-09-22 20:48:28,1,"App is fine.. But Uber Freight customer service team is the worse in the market.. Especially their payroll department, which is the reason people work.. Also they call you once every 20 miles to get a location, truck number and trailer.."
2020-09-22 11:56:52,5,Very easy app to use
2020-09-21 17:39:35,5,Fast and easy to work with.
2020-09-21 16:33:43,2,TOO MANY canceled loads. DO NOT DEADHEAD any distance unless you don't care if the load cancels and $150 is worth your trouble!
2020-09-20 04:02:11,5,"Great application, easy to use and book load, this app wins competition on the load market. Simplicity is more important to user. No problem at all with this app."
2020-09-17 22:58:13,1,DO NOT BOOK CHEAP LOADS UBER IS A RIPP OFF THEY MADE ME WAIT 2 DAYS AT A STOP AND PAID ME $200 SMH NOT EVEN LAYOVER..DONT WAIST YOUR TIME MONEY AND FUEL ON THESE PEOPLE!!!@@!!@!!@@###$^^&..Nothing has changed 5 months later..DO NOT BOOK WUTH UBER
2020-09-17 17:00:36,5,Great app
2020-09-17 12:35:03,5,Easy to work with uber freight at competitive rate
2020-09-13 16:48:12,5,Good
2020-09-13 06:08:08,1,Uber app Use too be good. After update and update ..not good 😐 slow uploading. No matches when you looking for load ...need be fix .Asap. Look like other broker convoy app working better.
2020-09-12 15:20:19,5,Very easy to use and flexible!!
2020-09-12 14:55:36,1,Take too long to respond and can't understand your dispatch.
2020-09-11 23:58:22,1,Uber are a bunch of crooks. They try to get you with there low paying rates and always trying to rip you off with detention. APP... can't bid on loads thats a big turn off.
2020-09-11 21:09:04,5,Great
2020-09-11 17:04:54,5,"Gives alot of leads, communication is well also good service"
2020-09-11 16:35:45,4,Great
2020-09-11 16:28:05,5,Is its good app
2020-09-11 15:53:51,4,Great app. It would be great to have a weight filter on searching loads.
2020-09-10 22:07:35,5,"Great loads, good rates, very friendly, very heipful when needed. Keep up the good work uber."
2020-09-09 17:05:10,1,Was a good app until most recent update. Now can't click to see the reloads details for the load your looking at. Needs fixed. Now not using.
2020-09-08 17:27:16,1,Great app to book loads but when an issue arises good luck getting resolution!!!
2020-09-07 01:30:54,1,"Really expensive charge fee from uber, just STOP using all apps from UBER"
2020-09-05 17:08:48,5,I love your system
2020-09-04 23:22:13,5,"short runs with great pay , giving me more flexibility and family time , i simply ❤ it keep up the good work👏"
2020-09-03 23:00:29,2,It Became an annoying after the recent update. Very slow keep loading forever. I have no problem with my internet.
2020-09-03 14:17:40,2,Too slow to open
2020-09-01 13:21:53,1,The load rates are way too low. It would be impossible an owner operator to sustain their business.
2020-09-01 02:45:59,5,Best ever
2020-09-01 02:11:51,5,I love booking load with uber its very easy thank you guys for the great job you are provering !!!
2020-08-31 14:55:41,5,Better than calling for load
2020-08-31 03:02:42,1,Pouintless and never works
2020-08-30 15:12:47,5,Very professional in resolve issues thank you
2020-08-30 01:28:54,5,Uber pays on time only problems so far has been the times between pick ups and delivery's
2020-08-27 22:39:17,1,They never have flatbed loads. Ever.
2020-08-27 02:27:57,5,👍
2020-08-27 01:04:49,3,Money is ok but the support team service is disgraceful. If you ever need help or any assistance THEY WILL NEVER CALL BACK...EVER. I have been left for HOURS and if you ask to speak to a manager EVERYONE IS THE MANAGER. Proceed at your own risk
2020-08-26 17:28:42,5,"Great app, but does not upload live location to see loads within a certain distance i guess it says on your domicile, great great customer services.."
2020-08-26 09:14:04,5,Exceptionally good
2020-08-25 21:26:46,5,Easy to work with
2020-08-24 14:45:36,2,"Getting activated on the app is frustrating, resetting password again and again and again, got a hold of someone on the phone, got transferred and no answer."
2020-08-23 17:21:44,5,"Awesome experience, great paying loads.."
2020-08-22 00:29:13,1,"Only good for new Comer who don't know market rat, Uber Freight try everything to bring owner operator bussines to bankruptcy by doing low rate every load, now they also wanna share our ELD DATA with others to see where is more truck so they can bring price more down capacity bass, what I want to say dear Uber Freight stop being cheap n compare ur rate to other broker or with Convoy they doing great, I just logged out uberfreight account not doing anymore cheap load ."
2020-08-21 19:07:05,5,"Easy to use,all in one place like it should be!Rates good and visible when booking the load.Also great option to bid on loads.Best Broker I have experience in thirty years of trucking."
2020-08-20 02:41:07,5,Everything going good
2020-08-17 15:09:35,5,"Nice rates, good customer service, fast pay"
2020-08-16 18:56:53,5,Good way to find loads hassle free. Quick pay
2020-08-16 13:37:29,5,good place to look for loads
2020-08-16 13:34:46,5,"Great Service Good loads, Quick booking, generally it's my best load board so far"
2020-08-13 20:21:34,5,Appointment Right on the dots
2020-08-11 09:24:15,5,Ease to work
2020-08-10 16:31:43,5,"Great app, easy load booking and good rates!"
2020-08-10 15:28:01,1,"Horrible support!! If you have an issue forget about any support. Weekends you won't get anybody who can do anything to help, even at nights it's pointless. Can't login into app anymore without creating another account."
2020-08-09 21:58:13,1,"This company is actively contributing into biased bigotry and supporting Marxist groups. They are giving money to people of certain skin pigmentation and calling it a way to fight racism. We are in a country that gives the same opportunity to everyone. They do not value America as the freesist country in the world all in the name of being political and being woke, now I hope you go broke."
2020-08-09 18:03:09,5,Wish all Brokerages had detailed easy to use load boards like Uber Nice job Team !
2020-08-08 18:05:38,5,"First of all I would like to say , Thank you so much. Uber Freight Team Members. According with My Experience this Uber Freight App is the best of best Load Board, It is easy to use It, And about market, Fair enough offer than others load board. I like it , I love it, So I work with UBER"
2020-08-07 23:23:40,5,"Easy to use , great app"
2020-08-06 22:31:30,5,Very good
2020-08-05 14:18:08,5,Getting better as They go 😁👍
2020-08-04 17:40:00,1,App doesn't work
2020-08-04 15:54:24,5,A good and easy way to book load from the load Board.
2020-08-04 00:42:54,2,This app needs updating or something. What is the point of having tracking on your app if the only way it works is when the app is open and running? They call you over and over for updates on your location and make you insane. It makes no sense to think a trucker is going to have your app open and running on his phone eating up data all day. Everyone else knows how to enable tracking all the time on their apps Im pretty sure Uber could figure it out if they wanted to.
2020-07-29 15:41:56,5,My first load was a great rate and customer service is very understanding with every situation.
2020-07-28 10:49:34,5,Get App
2020-07-28 03:31:38,1,I booked a load with Uber one time. They changed the delivery time when I was in transit without even sending me an email/ calling me to say that the appointment was changed.
2020-07-26 14:34:33,5,Very easy to use. Automatic tracking in the app. Docs upload easily as well.
2020-07-24 17:39:12,5,"Good, I like it"
2020-07-24 16:01:34,5,They keep me ROLLING at competitive rates
2020-07-21 15:12:11,5,"Great rates, support, load choice!"
2020-07-20 23:06:59,5,Very satisfy
2020-07-20 06:26:23,5,Very good
2020-07-19 23:58:31,5,Everything working fine
2020-07-15 23:14:42,5,Great App.
2020-07-15 21:53:42,5,Good
2020-07-15 15:05:29,5,One of my most commonly used load apps.
2020-07-15 13:25:53,5,App is very convenient and easy to use
2020-07-14 22:42:15,3,App is not working not showing any loads from any state
2020-07-14 18:39:40,1,No step deck
2020-07-13 12:39:04,5,Super easy to use!
2020-07-12 13:41:23,1,I can't even log onto the app to see what uber freight has to offer 😒😡
2020-07-11 02:03:18,1,"App will not let me log in. It says there is an issue with my email address. Tried calling, no answer. Tried emailing, no response. Really would like to use this app. One thing that is really odd from what I can see of it so far though is the number of typos in the app. They are numerous, for such a large and established company it honestly made me think it was a fake app for a moment. Even the responses to these reviews are riddled with horrible and incoherent typos."
2020-07-10 00:52:25,4,"Been using this app for years. I like it. But they have been doing some upgrades aimed at trying to get you to buy into the premium. I get it, thats ok. But now its harder to navigate the frée version. And limiting news and info, such as discontinuing the Trending heading . I'm looking for another app. While I'm playing with this new version to figure out if it's me or the new updates, I think it's them."
2020-07-09 17:51:48,3,"Its hard to say, they update every few days. They make changes for the worst lol, they put more junk in it you dont need, the app drags even with a good signal, they call you all the time for load updates lol. why do we have to constantly re-enter search criteria when you know my fleet has only dryvans, i dont run multi stop loads. when the app first came out this app was great, but now it gets worst with every update."
2020-07-08 02:31:18,1,"App show me only 12 loads around Harrisburg, PA for whole week. Call support 3 times already but they know nothing. Also it don't let you book a load within 8 hours after delivery appointment if you have Uber load. Support can't help too. Good broker, at least for me, but if you have some problem it's almost impossible to get help from them."
2020-07-06 23:18:32,4,Good app
2020-07-06 22:56:20,5,AWESOMENESS
2020-07-06 20:15:59,5,Pretty good
2020-07-03 22:03:22,5,"Very user friendly, good rates overall."
2020-07-02 00:03:17,1,I can't download this app
2020-07-01 18:50:52,3,Definitely need an Uber for Sprinter/Hotshot/LTL Freight. Come on Uber we're waiting.
2020-07-01 14:33:47,5,"I LOVE Uber Freight! They have TONS of great paying loads, free quick pay twice a week if using the app, immediate approval for detention (zero haggling), prepaid lumper fees, etc. I use other broker boards too but honestly for all the headache relief & steam lined efficiency of using Uber Freights load board app, I'd much rather book with Uber. I use Uber Freight app more than any other load board now. Super easy & user friendly. They just keep getting better with more benefits to truckers."
2020-06-26 23:35:47,5,Good
2020-06-26 23:02:33,5,Good load choices rates are fair
2020-06-26 13:11:58,4,Rate s
2020-06-26 12:46:58,5,Good
2020-06-25 11:59:57,5,"Easy to use, easy to search, excellent support staff and easy to find loads."
2020-06-23 19:10:07,5,Great loads and good technical support
2020-06-22 16:03:41,1,Why use if u call me confirm I'm loaded then then track me then for some reason don't know I picked up 3days later.
2020-06-18 15:13:04,5,Good
2020-06-16 01:34:10,5,Good
2020-06-14 17:12:39,5,Great!!!!!!
2020-06-14 15:43:02,5,Great
2020-06-13 11:59:30,5,Very easy to use o
2020-06-12 19:43:35,5,Easy app to use.
2020-06-12 18:09:23,5,Great
2020-06-12 12:28:50,1,Its a mission impossible to get a hold of a supervisor through the app or customer service.
2020-06-11 22:18:53,5,Wonderful experience
2020-06-11 20:19:59,5,Good
2020-06-10 17:05:40,5,Good App
2020-06-10 15:21:26,5,Great experience 👍
2020-06-10 13:43:30,5,Easy to use app
2020-06-09 04:34:31,1,"This puke was trash in 2019, and now is decomposed sludge in 2020. That Figures....."
2020-06-08 11:41:06,5,i feel good about uber freight i get to choose what loads i want
2020-06-08 09:51:56,3,its an alright app I use to Book loads frequently
2020-06-05 09:37:02,5,Great app
2020-06-04 05:46:52,5,"Compative rates can be found, quick customer service if needed and quick to approve layover or detention."
2020-06-03 20:08:33,5,very good Technology no more to money phone call to find the load 😀😀😀👍🤗
2020-05-28 02:10:06,5,"the best at this time,and pay quickly for me is excellent, mix load light and heavy."
2020-05-27 14:20:53,5,Still need some improvements on app. More filters. Overall great app!
2020-05-26 07:31:14,5,"Quick, easy way to Book loads and get paid quick. Almost hassle free."
2020-05-24 21:14:42,5,Doesnt get any easier!!
2020-05-22 00:09:26,4,Is Uber Freight works for cargo Vans? I have a cargo Van.
2020-05-21 03:52:11,4,Paying sooner not waiting too long direct deposit ok
2020-05-20 02:24:29,5,"Love the app, pulling the Freight, and it doesn't hurt that, it's free, the way it should be"
2020-05-18 18:43:27,5,Easy to work with .....................
2020-05-18 13:29:19,1,Do not work with these ppl im going to report them to DOT they have been doing illegal practices I been booking loads all year I been calling and telling Mathew after he called me to make sure I pick up a load I tell something wrong with the app he takes 45 mins to see tell me my insurance has not been updated sense March of 2019 and he has to pull me off all my loads. Now I been doing load all year long as it is I told him that is wrong because my insurance has been updated illegally doing b
2020-05-18 13:17:41,3,Sometimes the location is off....
2020-05-17 07:05:00,1,When i try to start it says web page not found 😒
2020-05-16 14:33:48,1,"Once I login, I get a web page can't be loaded message. I've tried deleting and reinstalling but still not working"
2020-05-16 03:12:16,5,"Great app, loads heavy and light. Like the fact that you can see the price and negotiateon some loads, not like CHR .............................. ........ you have to wait for price and their associates take too long to reply back. So this app has a lot of qualities that none of those, DAT, CHR, LOADBOARDS have.. wish the price improved soon to do more business with them."
2020-05-15 12:20:40,5,Good
2020-05-15 12:15:21,5,Good experience overall
2020-05-15 08:54:22,5,Wait and see
2020-05-15 04:18:19,1,"It is not working, keep coming error when I open the app it says somthing went wrong ."
2020-05-15 01:44:37,4,"Yes, the app is ok but Uber needs to increase the pay for most of the loads we are hard working drivers and deserve it."
2020-05-14 16:30:49,2,Rates use to be okay but now they are very cheap. The loads are heavy and sometimes when I book a load they will take it off you at the last minute while you are in route to the shipper and tell you its been rescheduled for another day and you ask them what day it's been rescheduled they will tell you it's already booked by another carrier. We as owner operators work to hard to be getting run arounds and heavy cheap loads that we should be getting paid more for. Anyway God knows and see's all.
2020-05-14 13:28:09,5,"Better than the others, easy and smooth"
2020-05-13 14:17:56,4,"It would be nice to be able to BID on ALL loads, receive notifications if you WIN or LOSE a BID, have a save button so u can go back and look at loads you are interested in, be able to assign ANY driver that is in your fleet to any load and switch drivers if necessary thru the app, be able to request loads from destinations and get notifications of new loads added in the area you requested."
2020-05-12 22:11:35,5,Solve problems fast and great communication
2020-05-11 20:29:34,1,How can I start?Account not being created.
2020-05-10 15:29:57,1,Now Cheap used to be good paid loads
2020-05-10 10:50:48,1,? You guide get load for straight trucks 🚚
2020-05-09 11:25:20,1,Cheap loads...
2020-05-08 00:48:47,3,Uber app was supposed to have a new tab for bidding on a load I tried to update it but nothing comes up yet.
2020-05-07 02:44:19,1,I'm unable to install this app. It won't download to my phone... I've had previous versions but could not update so I uninstalled thinking I could reinstall and it won't install.
2020-05-06 18:20:57,5,Like the fact you be able to bid
2020-05-06 18:09:33,5,Very good
2020-05-06 15:58:39,1,Says there are loads but none will show up. Send notifications and nothing on app.
2020-05-06 15:19:18,5,Thanks for the update
2020-05-06 15:13:54,3,"Well I just updated but nothing new, it's not giving me any option for bids"
2020-05-02 19:53:13,5,Thank you
2020-04-28 13:33:57,5,Great app
2020-04-28 01:55:49,1,Extremely load rates
2020-04-24 17:12:14,4,My experience has been good with a few exceptions... But the rates have gotten so LOW that it makes it difficult to operate... No trucker should be asked to haul freight for these LOW LOW rates. Please remember... trucks move EVERYTHING you buy.
2020-04-23 23:15:52,3,Will this be available in NZ?
2020-04-23 13:15:25,3,No1 speaks English
2020-04-22 15:36:13,4,Boards are quick and easy getting support at night is next to impossible
2020-04-22 15:32:49,1,Doesn't show me any loads. And I get on my other load board and there are 4 loads.
2020-04-22 00:00:53,5,Cool app
2020-04-20 15:13:36,5,Perfect App
2020-04-19 02:41:10,1,Cheapest freight loadboard in history stay away from this loadboard they are trying to break the trucking industry. The main goal of uber feight is to lower freight rate to under a dollar a mile.
2020-04-18 03:28:55,1,"Madhurima Tiruttani and Eric Cruickshank both of them are an evil cold blooded premeditated person they stole my money I called to uber they don't care please stay way fr these people. We are here all truckers risking our lives to help to community but uber rep they started stealing it really hurts , imagine when you don't sleep all night make sure the freight delivers on time with no problem but uber representatives especially Madhurima Tiruttani and Eric Cruickshank both of them are thief don't talk to them they can't make solutions because they are thief i requested to talk with manager they claim to be ceo or something this is my business i can do whatever because of this now i hate uber"
2020-04-17 15:58:00,5,Overall pleased
2020-04-17 04:57:03,5,"I've been using uber freight for about two years, and the app works fine and plenty of freight to keep you busy. But my complaint is that Uber started out with customers paying good money for moving their fright, but now I believe your losing good carriers to other load boards because no Owner operator can survive on fright you can barely pay for fuel. I use to run 2 to 3 loads a week, now It's down to 2 loads every three weeks. I just can't find anything with decent pay on your load board."
2020-04-17 03:46:17,5,App is easy to use support is always there to help on any issue .
2020-04-17 03:18:04,1,Sucks
2020-04-16 21:21:07,5,The best load board
2020-04-16 15:28:48,1,Any supervisor of dispatches please email me asap
2020-04-16 14:48:51,1,uber is soo cheap it's not funny. Uber freight determines which load you view depending on your pick up and drop time per appointment. But then their app example : my app at 1300. Delivery app 0300. I pick up 1100 depart 1200. Delivery 0204 depart 0950. Uber freight app logs I picked up 1700 and delivered 0500. Making you late then logs detention time appointment at 0700 rather than 0300. For this you only gonna haul cheap freight. Capitalism at best.
2020-04-15 20:00:19,5,Work for me
2020-04-15 17:07:42,1,This app sucks this company sucks one phone number on load board no one ever answers always to voicemail they pick up hang up never take the old covered loads down so u could be calling over over or on hold for a load that has been gone. Customer service is worse they should just stick to shipping ppl its annoying and they actually have good lanes
2020-04-14 18:38:24,5,Great App
2020-04-14 00:41:53,5,Easy to use for business.
2020-04-11 22:16:47,3,"THIS suppor nice and so easy to used. BUT, they have to many heavy loads and the price too low when you compare the lb,DESl,miles its meaningless. OTHER than this greate HELP center, evey thing is on time if not they pay DETENTION,lumpers,.,etc."
2020-04-10 13:58:00,1,Am unable to download the app on my note 9 android phone.
2020-04-09 18:34:03,1,Does not work for me at all. I can't search for any load. Always said no match.
2020-04-07 13:35:46,4,Easy tu use and get money in couple days.
2020-04-06 01:42:01,2,Will not download
2020-04-05 12:58:33,5,EASY TO USE
2020-04-04 20:03:27,1,Suggestions for UBER..... 1) Increase rate to national averages. 2) Reduce weight of loads. 45000 lbs is too heavy for most dry van loads. Those loads belong on a train. 3) Reduce check calls. 4) Allow bidding
2020-04-04 15:41:33,5,Easy
2020-04-04 09:52:09,5,Good
2020-04-03 14:05:31,1,Cant even log in Changed password. Now it won't even let me use that one...
2020-04-02 13:26:35,5,"Fácil de usar, sobre todo los pagos de lumper, esta aplicación la puede usar hasta un niño... so nice very easy to use it, especially lumper payments. Find a load I loved it...😍"
2020-04-01 21:45:06,5,Good company
2020-04-01 18:01:56,5,Easy to use
2020-04-01 17:54:40,1,Garbage.first load was fake and i drove 200 miles for no reson...apt time was not real and when i got to the shipper there was no such load with my pick up number..uber had problems with the load and never made another apt to fix it..
2020-03-31 17:48:33,5,I like Uber freight easy for picking up & delivery load
2020-03-29 16:48:43,5,Easy to use
2020-03-27 12:33:19,3,Is easy and straight forward app itself The company itself are inconsiderate about paying detention. It doesn't matter if shipper/receiver gives you documentation if in and out time not on BOL they won't pay. The app Needs to be more forward like check in/out requesting lumber fee/detention ect. Love the way they 24/7 and direct. Convoy app is everything but they are a 3rd party if UBER app was as theirs they'll be right on.
2020-03-26 21:28:02,1,app is not working
2020-03-24 22:38:06,2,They deactivated my account 3 days before my insurance expire and when I sent them updated it takes about 3 weeks to review it and activate my account. So I couldn't book loads and work for 3 days! This is terrible slow service!! 👎👎
2020-03-24 01:23:03,5,Easy to use love this app
2020-03-23 16:42:10,1,Horrible too many unecessary emails
2020-03-20 15:57:29,5,It'si really great
2020-03-19 21:45:10,5,Easy to use
2020-03-18 21:41:58,5,Easy to use great service
2020-03-18 16:02:00,5,"Great load board, excellent prices"
2020-03-14 19:05:36,5,Easy to used
2020-03-13 16:43:34,5,Very easy to book no need to get on the phone and discuss the details to calculate the right load. It's all there like an open book....like a book for dummies :)
2020-03-13 15:24:36,2,I created the account I sent all my information After 3 weeks still not setup Thank you Uber
2020-03-13 00:37:04,1,I dont want to create a new account to sign up for this up. Please help
2020-03-11 12:16:54,5,Good 👍
2020-03-10 16:10:25,4,"First time using on phone app, so far so good. No problems."
2020-03-10 01:43:58,1,Couldn't even sign in
2020-03-08 22:55:08,5,So far so good
2020-03-06 15:06:34,1,Not good hard to use some time it's freez
2020-03-02 21:54:17,1,Once u open the app it gives u the option to sign in or to creat an accouny. I already have an account so i enter my email and password but it tells me sorry this email is attached to an existing uber accouny. Please choose another email to creat an account! I do not want to creat an account! I want to sign in. This existant account attached to my email is mine! I didnot even get to sign in what a useless app and waste of time!
2020-03-01 20:36:02,2,Im a driver Pulled a load for them and was at the shipper like 8 hours and the reciever for 5 hours requested detention pay for the hours had in and out times for both never got detention pay from them sent emails about it they never responded to the email
2020-02-29 13:33:49,1,"Booking a load is easy . Cancel easy. But if incase something happen it's hard to get issue resolved. Because their costumer service don't know nothing about the trucking industry, and they can't give you decisions."
2020-02-26 19:15:05,1,"When it comes to rates Uber Freight has decent rates. The pay is fast & they even calculate the detention for you. Where they lack is caring for their Carriers. If there is an overage in a load, your are totally screwed. Must sit on it for at least 12hrs & wait for a disposition. They will not consider you having another load to get back to you in a timely matter; so cancel all loads & work for free for them from this point on. The Customer Service the worst, Noone higher than them for anything"
2020-02-26 16:41:46,1,Sent me to a customer with a 5 ton road then blamed me when I complained they are booking buisness without reviewing area around. Stay away!
2020-02-25 01:09:06,1,"Heavy loads, cheap freight. At least you can negotiate on the load boards."
2020-02-24 02:08:24,1,"Their loads are cheap, they post them with heavy weight even up to 46000lbs, no number to call so as to check the weight, so when you book uber loads you really don't know how much you are hauling"
2020-02-21 13:58:34,5,Good
2020-02-21 03:46:38,1,"I couldn't even drive for Uber eats they wouldn't get back to me for three months. I have a truck I wouldn't drive for them at all. They can't even get me started with Uber eats, Postmates I was driving within an hour and could call customer service, an actual person. Terrible."
2020-02-21 00:36:54,1,App fails to open on galaxy note 10 pro 2/20/20
2020-02-13 14:35:26,3,"Well I'm getting pretty tired of talking to foreign customer support reps every time I call or they call. You can barely understand them. It's very irritating, they drag out the conversation, and no idea what they are saying"
2020-02-12 00:25:18,5,User friendly features are interface
2020-02-07 23:58:12,3,It's never possible to call .
2020-02-07 13:00:55,1,Pick another phone number and email really
2020-02-05 22:46:15,5,V nice
2020-02-02 15:47:27,1,"It is super inconvenient to receive a phone call at 2 am just to ask about your ETA, don't Uber people know, truck drivers have to sleep."
2020-02-01 00:29:25,5,Easy to use.
2020-01-31 15:55:56,2,"Quick download it. Watch the analytics collect your load selection views & bookings. Then watch the rate you hauled for last week be methodically lowered over next several days. Haul a load for x,xxx.xx then 2 days later same load only offered for 100 to 120 less than previously hauled WITH no VALID reason market wise, (lower fuel cost, capacity, etc.)"
2020-01-31 15:28:32,5,Great app!!
2020-01-30 23:22:11,5,The Best Find load
2020-01-24 16:43:44,1,"Worst thing to have happened to trucking industry. They create their own rules as they go along. Make you upload BOL multiple places for detention, only for you to slip somewhere so that they can avoid your claim to detention. Take you off of a load whenever they want without any explanation. This will be the death of owner Operator trucking in near future. Avoid at all cost!!! Stop taking cheap frieght. You can never get hold of actual account manager and everything is always 'escalated'. B.S"
2020-01-24 12:23:24,1,Driver and carrier stay away from uber freight they steal money
2020-01-24 01:41:13,3,"Great App,just needs to make a change where we can bid without calling"
2020-01-22 04:48:20,1,"Why not add more trailer types, including pickup truck and cargo van."
2020-01-22 02:21:03,5,"I like UBER, is better in so many ways that convoy!"
2020-01-20 00:13:35,1,"Been trying to download app and not letting me i called everyone at uber , tryed everything they told me to do and still nothing i gave up with this app."
2020-01-18 16:49:21,4,"Needs option for default sort setting. Suggested loads with 200 plus miles deadhead at the top of the page are not only ridiculous, they are inefficient and a waste of time. Also need to fix deadhead search for Chicago area that requires user to first scroll through Michigan loads that are many miles away. And lastly, give users a way to avoid viewing bundled loads."
2020-01-11 05:16:30,3,Too many people not doing their job . Called by 3 different people wanting my location between 23:00 and 12:00 Am all they needed to do was check the tracking for the load. Instead of waking me up!! Real smart.
2020-01-10 18:42:21,5,Good
2020-01-09 23:27:40,5,Revolutionizing the trucking industry 👍
2020-01-09 18:03:31,5,Great.
2020-01-09 16:28:11,5,Pretty good app!!!
2020-01-09 15:29:45,5,Good easy and convenient
2020-01-09 15:26:36,5,nothing but acceptionably awesome.
2020-01-09 15:13:22,5,Cool
2020-01-07 17:29:44,2,"When there's an issue and the Uber representative 'escalates' it to the so-called ""account managers"", the issue doesn't get solved. These ""account managers"" are useless and serve no purposes."
2020-01-06 05:20:12,1,What a joke cant even get people to answer just wanted too sea if it be a good place too try bull
2020-01-03 09:12:19,1,Disabled my account when tried to login the 1st time. I am existing uber driver for 3.5 yrs. Way to sucks again - Uber.
2020-01-02 16:34:07,1,"If I can, I would give 0 stars.... this people play dirty as they can.... will falsely accus you for been late and wont pay TONU if though they will approve it first and sent you rate confirmation... And they wont release you for hours and hours jst because they cant get hold of account manager or the facility.!"
2020-01-01 10:26:05,5,very good help with loads
2019-12-31 22:04:16,1,"The language barrier with most of the customer service is very annoying when trying to ask a basic question. On 12/30/19 had a load cancel after I checked in at Campbell soup in findlay Ohio. In order to receive my tonu I had to stay until I was contacted to be released from load even though cancelled, that wasn't until 12/31/19 at 9:30am. If you know the load was cancelled and had no intention of paying layover then stop suggestion layover will be paid for waiting to be released from the load."
2019-12-30 15:36:33,1,Does not work
2019-12-30 11:14:12,1,I want cheap freight to be eliminated from this apps. We are working under life or death situation sometimes dispatch is careless waking me up 3 am in the morning. I do not know why so many cheap freights to haul for. This is disgrace.
2019-12-29 20:38:23,5,Easy to use
2019-12-28 13:14:17,2,The freight price between MONTREAL and Toronto $200 less then normal per trip
2019-12-27 21:18:17,1,"Cheap loads. Bad customer service , my load was cancelled at shipper , uber make me wait 7 fu.... hrs in order to get the TONU, lost 2 other loads cuz that. Stay away from them, that's my advice"
2019-12-24 04:20:15,1,"When I got my DOT, I was hauling 100% of my load with uber freight. But after being abscent from the app for 2 months for vacation, I found out that i was logged off from the app. I called and emailed them, I was told to haul from their brokers for some time before I can get access to the app. I told to one of my cousin who also works with uber, he was surprised. But they did the same thing to him when he went for vacation. I don't know if it's their way to make you work with their brokers, but i feel like they don't respect for small carriers, they just wand to give you orders and you have to follow them."
2019-12-23 02:58:50,4,Great way to find loads without having to deal with money hungry brokers that are only looking out for their best interests
2019-12-22 15:57:01,5,Good
2019-12-20 20:18:34,5,Works well
2019-12-20 18:50:54,3,"Out of nowhere the application just stopped working. I have not been able to get application running again. I keep getting a message that says: ""cannot reach our servers"". Uber fix this issue please thank you"
2019-12-20 02:19:43,1,Can't log in says my account has been blocked
2019-12-19 06:14:32,5,great app
2019-12-18 13:40:57,5,Good app to booked loads the rate's aren't so great.
2019-12-18 00:07:24,2,"Should allow us to place a bid as well, compete with other top apps, rates have been killing us, having to look elsewhere."
2019-12-17 16:20:06,1,This company is scam they just want destroy this market Like the taxi and get all your money don't use this app believe me just work with something else .
2019-12-17 13:43:58,5,User friendly app
2019-12-16 21:24:50,1,Try to open goes blank....
2019-12-16 16:05:00,5,Ok
2019-12-16 04:04:03,5,I cant download the new version of uber freight.
2019-12-15 20:01:21,4,Would be helpful if uber freight collecting more loads and bunch
2019-12-15 17:01:01,5,No feedback my app
2019-12-14 14:42:41,5,Pdrfect app
2019-12-14 02:43:36,5,Senior dispatch
2019-12-13 17:51:02,3,Is so so
2019-12-12 22:45:20,3,rates low
2019-12-12 22:01:28,5,Fantastic way to get loads for an owner operator awesome app
2019-12-12 18:50:19,5,Not bad
2019-12-12 18:41:42,5,Great App
2019-12-12 17:26:56,2,Cant understand people when i call n with a problem it seem like a call
2019-12-12 16:51:23,3,No way to ask for more pay
2019-12-12 15:01:43,5,Great app
2019-12-12 13:51:30,4,"Would be much better, if we, the drivers / Dispatchers could make an offer/ bid on the loads, like Convoys app allows."
2019-12-12 12:55:27,4,Rates too low
2019-12-12 10:46:20,1,"They pay quick for the loads, but dont ever expect to get paid for detention or layover, or tonu. They have an excuse for everything. Update, they now use people who are English language challenged, so it's very hard to get a answer to questions"
2019-12-12 09:41:47,4,Great
2019-12-12 05:32:06,1,I cant log in my account...I had to delete and now I can't download the stupid app...sorry for what??? No one to talk to now ...just email us and the what ??? Stupid technology I love old days when you talk to people and get things done for sure Millennials ..hmmm
2019-12-12 05:21:20,5,Good
2019-12-12 01:50:06,5,Good
2019-12-12 01:34:53,4,Okay
2019-12-12 01:24:09,4,Apps ok....Freight is REAL cheap!!
